cycle,districts,mean_residual,median_residual,residual_std,residual_p10,residual_p25,residual_p50,residual_p75,residual_p90,share_positive_residual,share_residual_above_environment
2018,393,7.272389194447327,6.667347849999999,7.317886505903486,-0.5758352358400004,2.8351265999999953,6.667347849999999,10.941939860000005,16.604068089800002,0.8905852417302799,0.5038167938931297
2020,407,2.125532363680563,2.260387020000003,6.629101021151571,-6.278480513999999,-1.2851815499999972,2.260387020000003,6.207099322564499,9.908745122000003,0.6756756756756757,0.25307125307125306
