race_id,dra_data_available,region,district_type,dra_population_dataset,pres_2020_margin_dem,pres_2024_margin_dem,presidential_swing_2020_to_2024_dem,dra_composite_margin_dem,dra_composite_minus_2020_margin_dem,dra_composite_minus_2024_margin_dem,white_vap_share,black_vap_share,hispanic_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,raw_elasticity,observation_count,national_swing_sum_squares,residual_rmse,low_information_estimate,eligible_for_continuous_elasticity_model,model_sample_weight,bounded_model_sample_weight,target_definition,feature_definition,geographic_limitation
AK-AL,False,Northwest,Mixed,Unknown,-10.0,-13.1,-3.0999999999999996,,,,,,,,,,-0.6664562037043746,4,173.83295368567016,14.18915363220328,False,False,173.83295368567016,173.83295368567016,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-1,True,Deep South,Rural,2020 Census,-30.199999999999996,-36.3,-6.100000000000001,-23.9355493914177,6.264450608582294,12.364450608582295,67.0796009278911,24.62678935688105,3.2630477957204342,1.8676230236117064,2.9465744995003527,0.116793716462173,0.4736705669067055,1,26.970694074586252,0.0,True,True,26.970694074586252,43.45823842141754,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-2,True,Deep South,Rural,2020 Census,-11.799999999999995,-17.300000000000004,-5.500000000000009,-5.107463322932615,6.69253667706738,12.19253667706739,52.49746452571874,39.9286668681929,3.744095072683596,2.2070699933997178,1.9044229045892531,0.1663485771830567,0.3076663105084346,4,173.83295368567016,15.33775761157029,False,True,173.83295368567016,173.83295368567016,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-3,True,Deep South,Rural,2020 Census,-40.10000000000001,-45.900000000000006,-5.799999999999997,-35.63103692904976,4.468963070950245,10.268963070950242,71.75851716717293,20.695011468397706,3.1171016392281192,2.1240003896598445,2.257901681736466,0.104676803726565,0.7134727409842215,4,173.83295368567016,2.785719445316784,False,True,173.83295368567016,173.83295368567016,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-4,True,Deep South,Rural,2020 Census,-63.7,-67.80000000000001,-4.1000000000000085,-55.73664299157126,7.963357008428744,12.063357008428753,82.82905602674269,7.224562648477982,6.096715338327177,0.8272441225682932,3.1112159750151744,0.0968990502812413,0.9443636694254128,1,26.970694074586252,0.0,True,True,26.970694074586252,43.45823842141754,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-5,True,Deep South,Rural,2020 Census,-27.1,-29.0,-1.8999999999999984,-22.871584958156404,4.228415041843597,6.128415041843596,70.26941181928817,18.33224483677905,5.295624957620011,2.506218705724064,3.629154577217232,0.1791558263116383,1.26328446963524,1,82.069099035773,1.7763568394002505e-15,True,True,82.069099035773,82.069099035773,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AL-6,True,Deep South,Rural,2020 Census,-34.60000000000001,-34.99999999999999,-0.3999999999999843,-29.14564048584667,5.454359514153339,5.854359514153323,71.64931278633902,19.258823316371803,4.678123245749054,2.185321333502345,2.1223041124169275,0.1001394346558499,1.2339299739508596,3,146.8622596110839,0.681926302768064,False,True,146.8622596110839,146.8622596110839,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AR-1,True,Middle South,Rural,2020 Census,-40.9,-45.3,-4.399999999999999,-40.15059312269769,0.7494068773023059,5.1494068773023045,75.75931845696059,16.89212643707937,3.1263869963853903,0.9629748600698744,2.774597220567181,0.1863432342208383,1.952449253445829,1,54.031050975264655,1.7763568394002505e-15,True,True,54.031050975264655,54.031050975264655,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AR-2,True,Middle South,Rural,2020 Census,-13.1,-15.6,-2.5,-16.422860733861675,-3.322860733861676,-0.8228607338616758,69.11821742010551,20.333924826584933,5.1497667777575655,2.277306223035287,3.031545925389476,0.1161820883944905,0.3721094919028914,4,173.83295368567016,11.344370850750783,False,True,173.83295368567016,173.83295368567016,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
AR-3,True,Middle South,Rural,2020 Census,-23.40000000000001,-24.9,-1.4999999999999891,-28.682284699808967,-5.282284699808958,-3.7822846998089688,71.62334669922507,3.560059113613611,13.889756995022662,4.179798611147895,5.618618316392022,1.3526564930513254,0.1604214531492621,1,26.970694074586252,0.0,True,True,26.970694074586252,43.45823842141754,2012-2020 district elasticity estimated by constrained OLS through the origin,"Continuous post-2020 DRA demographic, VAP, presidential, and composite-election characteristics",Historical targets use 2012-2020 district-label histories; predictors describe post-2020 district geography.
