probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,132,0.022885480128904727,0.0,0.022885480128904727,0.001153491441133714
10–20%,0.1,0.2,26,0.14135535105235836,0.038461538461538464,0.1028938125908199,0.0488761968962044
20–30%,0.2,0.30000000000000004,16,0.23842622616060732,0.125,0.11342622616060732,0.12050834467151784
30–40%,0.30000000000000004,0.4,11,0.3485290834276943,0.18181818181818182,0.16671090160951246,0.17939568143968396
40–50%,0.4,0.5,9,0.45121895852143074,0.3333333333333333,0.11788562518809742,0.23689103568697994
50–60%,0.5,0.6000000000000001,7,0.562683113794073,0.5714285714285714,-0.00874545763449841,0.24615679713557778
60–70%,0.6000000000000001,0.7000000000000001,12,0.6642070373580937,0.8333333333333334,-0.16912629597523965,0.16259452394169438
70–80%,0.7000000000000001,0.8,20,0.7550705077910539,0.85,-0.09492949220894609,0.13602906831525957
80–90%,0.8,0.9,22,0.8514865220545992,0.9090909090909091,-0.05760438703630988,0.08046808864956433
90–100%,0.9,1.0,145,0.9821819353660648,1.0,-0.017818064633935204,0.0009515996592742355
