cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,2c631257240f5f6d75e7b8fde767e2647fc4a0fda30fc8591b638f3c72a8616b,f59d288be79ae4911e31eead29eef923c088ed8e9b4614037e79cc2dd0f2eb8b,cfb43001d3bcd2675933c2de9b60892c45e3f5aedbe35ec666120946b291b985,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,5c6d39ef0d545a5c7dea0c46a5360557377ded7942980edc652f1d4e1ca96e9d,b1e65c4fbbd89322104f2fd372ed15c444a4618883ecb4b7f8c52d44ef796eef,519a67b860c9ce0b69c09a2a0393c10311f75c3af1a9cbfcd6c62069ec7a7059,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,37be5ae3bc55107a53cb4a99eae0f38bc9d0d60dba6cc5d20436c4eccd7cac10,8f521628da94008003c23c6fc71e192a1ddf004d44e17ce95daf8f9fd6de6548,9d2d19f2f914b2e6ab6a92205aabb91774df151dd6d8a369b3731ff32d9555c8,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,1a78a7945970e4591f948f3d57f90f07ee4bf06654f96104e4dc860853a92169,eb905c6ed65d95ba5c0963cccd8913f3cbd6e6e14fdd65c1a97fb0476e40f529,5735fc03c213d05f902b191a038db552d7296cf7b0de61c67b8f707fb7d4cb2b,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
