race_id,party_code,mit_candidate_name,fec_candidate_name,fec_candidate_id,incumbent_challenger_status,match_method,match_score,second_best_score,candidate_count_considered,match_reason
CA-1,R,DOUG LAMALFA,"LAMALFA, DOUG",H2CA02142,I,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
CA-2,D,JARED HUFFMAN,"HUFFMAN, JARED",H2CA06259,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-3,D,JOHN GARAMENDI,"GARAMENDI, JOHN",H0CA10149,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-5,D,MIKE THOMPSON,"THOMPSON, MIKE MR.",H8CA01109,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-8,R,PAUL COOK,"COOK, PAUL",H2CA08164,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-8,D,RITA RAMIREZ,DR RITA RAMIREZ,H8CA41139,C,high_confidence_automatic,100.0,0.0,3,identical_clean_name+scope_same_race
CA-9,D,JERRY MCNERNEY,"MCNERNEY, JERRY",H4CA11081,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-10,R,JEFF DENHAM,"DENHAM, JEFF",H0CA19173,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-11,D,MARK DESAULNIER,"DESAULNIER, MARK",H0CA10073,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-12,D,NANCY PELOSI,"PELOSI, NANCY",H8CA05035,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-13,D,BARBARA LEE,"LEE, BARBARA",H8CA09060,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-14,R,ANGEL CARDENAS,"CARDENAS, ANGEL",H6CA14114,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-14,D,JACKIE SPEIER,"SPEIER, JACKIE",H8CA12171,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-16,D,JIM COSTA,"COSTA, JIM MR.",H4CA20082,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-18,D,ANNA G ESHOO,"ESHOO, ANNA G.",H8CA12098,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-18,R,RICHARD B FOX,"FOX, RICHARD B",H4CA18094,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-19,D,ZOE LOFGREN,"LOFGREN, ZOE",H4CA16049,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-20,R,CASEY LUCIUS,"LUCIUS, CASEY",H6CA20145,O,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-22,D,LOUIE J CAMPOS,"CAMPOS, LOUIE J",H6CA22182,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-23,R,KEVIN MCCARTHY,"MCCARTHY, KEVIN",H6CA22125,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-23,D,WENDY REED,"REED, WENDY",H6CA23206,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-24,D,SALUD CARBAJAL,"CARBAJAL, SALUD",H6CA24303,O,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
CA-25,D,BRYAN CAFORIO,"CAFORIO, BRYAN",H6CA25177,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-26,D,JULIA BROWNLEY,"BROWNLEY, JULIA",H2CA00120,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-27,R,JACK ORSWELL,"ORSWELL, JACK",H2CA27198,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-27,D,JUDY CHU,"CHU, JUDY",H0CA32101,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-28,R,LENORE SOLIS,"SOLIS, LENORE",H6CA28171,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-29,D,TONY CARDENAS,"CARDENAS, TONY",H2CA28113,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-30,D,BRAD SHERMAN,"SHERMAN, BRAD",H6CA24113,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-30,R,MARK REED,"REED, MARK",H6CA30185,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-31,D,PETE AGUILAR,"AGUILAR, PETE",H2CA31125,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-32,D,ROGER HERNANDEZ,"HERNANDEZ, ROGER",H6CA32132,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-33,R,KENNETH W WRIGHT,"WRIGHT, KENNETH W DR.",H6CA33106,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-33,D,TED LIEU,"LIEU, TED",H4CA33119,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-34,D,ADRIENNE NICOLE EDWARDS,"EDWARDS, ADRIENNE NICOLE",H6CA34229,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-34,D,XAVIER BECERRA,"BECERRA, XAVIER",H2CA30143,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-36,D,RAUL RUIZ,"RUIZ, RAUL DR.",H2CA36439,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-37,D,KAREN BASS,"BASS, KAREN",H0CA33117,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-38,R,RYAN DOWNING,"DOWNING, RYAN",H4CA31105,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-39,D,BRETT MURDOCK,"MURDOCK, BRETT",H6CA39137,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-40,D,LUCILLE ROYBAL-ALLARD,"ROYBAL-ALLARD, LUCILLE",H2CA33048,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-41,R,DOUG SHEPHERD,"SHEPHERD, DOUG",H6CA41182,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-41,D,MARK TAKANO,"TAKANO, MARK",H2CA43245,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-42,R,KEN CALVERT,"CALVERT, KEN",H2CA37023,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-43,D,MAXINE WATERS,"WATERS, MAXINE MS",H4CA23011,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-43,R,OMAR NAVARRO,"NAVARRO, OMAR",H6CA44145,O,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-44,D,ISADORE HALL III,"HALL, ISADORE III",H2CA35100,O,high_confidence_automatic,100.0,2.0,11,last_exact+first_match+token_overlap+scope_same_race
CA-45,R,MIMI WALTERS,"WALTERS, MIMI",H4CA45097,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-45,D,RON VARASTEH,"VARASTEH, RON",H2CA48095,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-48,R,DANA ROHRABACHER,"ROHRABACHER, DANA",H8CA42061,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-51,R,JUAN M HIDALGO JR,"HIDALGO, JUAN M JR",H6CA51066,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-52,R,DENISE GITSHAM,"GITSHAM, DENISE",H6CA52130,C,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
CA-53,R,JAMES VELTMEYER,"VELTMEYER, JAMES",H6CA53054,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CO-2,D,JARED POLIS,"POLIS, JARED",H8CO02137,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CO-3,R,SCOTT R TIPTON,"TIPTON, SCOTT R.",H6CO03139,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CO-4,D,BOB SEAY,"SEAY, BOB",H6CO04160,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CO-5,D,MISTY PLOWRIGHT,"PLOWRIGHT, MISTY",H6CO05233,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CO-6,D,MORGAN CARROLL,"CARROLL, MORGAN",H6CO06058,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CO-7,R,GEORGE ATHANASOPOULOS,"ATHANASOPOULOS, GEORGE MR.",H6CO07106,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CT-1,D,JOHN B LARSON,"LARSON, JOHN B",H8CT01046,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CT-5,R,CLAY COPE,"COPE, CLAY",H6CT05157,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
DE-AL,R,HANS REIGLE,"REIGLE, HANS",H6DE01071,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
DE-AL,D,LISA BLUNT ROCHESTER,"ROCHESTER, LISA BLUNT",H6DE00206,O,high_confidence_automatic,100.0,2.0,8,last_exact+first_match+token_overlap+scope_same_race
FL-1,R,MATT GAETZ,"GAETZ, MATT",H6FL01119,O,high_confidence_automatic,100.0,2.0,12,last_exact+first_match+token_overlap+scope_same_race
FL-2,D,WALTER DARTLAND,"DARTLAND, WALTER",H6FL02257,O,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-4,R,JOHN RUTHERFORD,"RUTHERFORD, JOHN",H6FL04105,O,high_confidence_automatic,100.0,2.0,9,last_exact+first_match+token_overlap+scope_same_race
FL-7,R,JOHN L MICA,"MICA, JOHN L. MR.",H2FL08055,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-7,D,STEPHANIE MURPHY,"MURPHY, STEPHANIE",H6FL07140,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-8,R,BILL POSEY,"POSEY, BILL",H8FL15107,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-8,D,CORRY WESTBROOK,"WESTBROOK, CORRY",H4FL08077,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-9,D,DARREN SOTO,"SOTO, DARREN",H6FL09179,O,high_confidence_automatic,100.0,2.0,8,last_exact+first_match+token_overlap+scope_same_race
FL-9,R,WAYNE LIEBNITZKY,"LIEBNITZKY, WAYNE",H6FL09195,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-10,R,THUY LOWE,"LOWE, THUY",H6FL05177,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-12,R,GUS M BILIRAKIS,"BILIRAKIS, GUS M",H6FL09070,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-12,D,ROBERT MATTHEW TAGER,"TAGER, ROBERT MATTHEW",H6FL12181,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-13,R,DAVID W JOLLY,"JOLLY, DAVID W.",H4FL13101,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-14,D,KATHY CASTOR,"CASTOR, KATHY",H6FL11126,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-16,D,JAN SCHNEIDER,"SCHNEIDER, JAN",H2FL13139,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-18,R,BRIAN MAST,"MAST, BRIAN",H6FL18097,O,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
FL-18,D,RANDY PERKINS,"PERKINS, RANDY",H6FL18147,O,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
FL-19,R,FRANCIS ROONEY,"ROONEY, FRANCIS",H6FL19087,O,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
FL-20,D,ALCEE L HASTINGS,"HASTINGS, ALCEE L",H2FL23021,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-20,R,GARY STEIN,"STEIN, GARY",H6FL20051,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-22,R,ANDREA LEIGH MCGEE,"MCGEE, ANDREA LEIGH LEIGH",H4FL22086,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-23,D,DEBBIE WASSERMAN SCHULTZ,"SCHULTZ, DEBBIE WASSERMAN",H4FL20023,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-24,D,FREDERICA S WILSON,"WILSON, FREDERICA S.",H0FL17068,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-25,D,ALINA VALDES,"VALDES, ALINA",H6FL25027,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-25,R,MARIO DIAZ-BALART,"DIAZ-BALART, MARIO",H2FL25018,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-26,R,CARLOS CURBELO,"CURBELO, CARLOS MR.",H4FL26038,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-26,D,JOE GARCIA,"GARCIA, JOE",H8FL25015,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-27,D,SCOTT FUHRMAN,"FUHRMAN, SCOTT",H6FL27031,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
GA-2,D,SANFORD D BISHOP JR,"BISHOP, SANFORD D JR",H2GA02031,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
GA-3,D,ANGELA PENDLEY,"PENDLEY, ANGELA",H6GA03154,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
GA-4,D,"HENRY C \""HANK\"" JOHNSON JR","JOHNSON, HENRY C 'HANK'",H6GA04129,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
GA-6,D,RODNEY STOOKSBURY,"STOOKSBURY, RODNEY",H6GA06124,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
GA-8,D,JAMES NEAL HARRIS,"HARRIS, JAMES NEAL",H6GA08120,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
GA-11,R,BARRY LOUDERMILK,"LOUDERMILK, BARRY",H4GA11061,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
HI-1,D,COLLEEN WAKAKO HANABUSA,"HANABUSA, COLLEEN WAKAKO",H2HI02110,O,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
HI-2,R,ANGELA AULANI KAAIHUE,"KAAIHUE, ANGELA AULANI",H6HI02400,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
HI-2,D,TULSI GABBARD,"GABBARD, TULSI",H2HI02508,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
ID-1,R,RAUL R LABRADOR,"LABRADOR, RAUL R. HON.",H0ID01253,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
ID-2,D,JENNIFER MARTINEZ,"MARTINEZ, JENNIFER",H6ID02209,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-2,R,JOHN F MORROW,"MORROW, JOHN F.",H6IL02199,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-2,D,ROBIN L KELLY,"KELLY, ROBIN L.",H2IL02172,I,high_confidence_automatic,100.0,0.0,4,last_exact+first_match+token_overlap+scope_same_race
IL-4,D,LUIS V GUTIERREZ,"GUTIERREZ, LUIS V",H2IL08039,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-5,D,MIKE QUIGLEY,"QUIGLEY, MIKE",H0IL05096,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-5,R,VINCE KOLBER,"KOLBER, VINCE",H6IL05150,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-6,D,AMANDA HOWLAND,"HOWLAND, AMANDA",H6IL06166,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-7,D,DANNY K DAVIS,"DAVIS, DANNY K. MR.",H4IL07037,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
IL-7,R,JEFFREY A LEEF,"LEEF, JEFFREY A.",H6IL07305,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-9,D,JANICE D SCHAKOWSKY,"SCHAKOWSKY, JANICE D",H8IL09067,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-9,R,JOAN MCCARTHY LASONDE,"LASONDE, JOAN MCCARTHY",H6IL09145,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-11,R,TONIA KHOURI,"KHOURI, TONIA",H6IL11117,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
IL-14,D,JIM WALZ,"WALZ, JIM",H6IL14129,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-14,R,RANDY HULTGREN,"HULTGREN, RANDY",H0IL14080,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-16,R,ADAM KINZINGER,"KINZINGER, ADAM",H0IL11052,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-17,D,CHERI BUSTOS,"BUSTOS, CHERI",H2IL17071,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-17,R,PATRICK HARLAN,"HARLAN, PATRICK",H6IL17205,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-18,D,JUNIUS RODRIGUEZ,"RODRIGUEZ, JUNIUS",H6IL18161,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IN-1,D,PETER J VISCLOSKY,"VISCLOSKY, PETER J.",H4IN01012,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IN-4,D,JOHN DALE,"DALE, JOHN",H4IN04172,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IN-6,D,BARRY WELSH,"WELSH, BARRY",H6IN06206,C,high_confidence_automatic,100.0,89.5,6,last_exact+first_match+token_overlap+scope_same_race
IN-7,D,ANDRE CARSON,"CARSON, ANDRE",H8IN07184,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IN-8,D,RON DRAKE,"DRAKE, RON",H6IN08244,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IN-9,D,SHELLI YODER,"YODER, SHELLI",H2IN09167,O,high_confidence_automatic,100.0,0.0,4,last_exact+first_match+token_overlap+scope_same_race
IN-9,R,TREY HOLLINGSWORTH,"HOLLINGSWORTH, TREY",H6IN09176,O,high_confidence_automatic,100.0,2.0,7,last_exact+first_match+token_overlap+scope_same_race
IA-3,R,DAVID YOUNG,"YOUNG, DAVID",H4IA03115,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IA-3,D,JIM MOWRER,"MOWRER, JIM",H4IA04113,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
IA-4,R,STEVE KING,"KING, STEVE MR.",H2IA05072,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
KS-2,D,BRITANI POTTER,"POTTER, BRITANI",H6KS02250,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
KS-2,R,LYNN JENKINS,"JENKINS, LYNN",H8KS02090,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
KS-3,D,JAY SIDIE,"SIDIE, JAY",H6KS03241,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
KS-3,R,KEVIN YODER,"YODER, KEVIN",H0KS03137,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
KY-3,R,HAROLD BRATCHER,"BRATCHER, HAROLD",H6KY03173,C,high_confidence_automatic,100.0,0.0,4,last_exact+first_match+token_overlap+scope_same_race
KY-3,D,JOHN A YARMUTH,"YARMUTH, JOHN A MR",H6KY03124,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
KY-4,D,CALVIN SIDLE,"SIDLE, CALVIN",H6KY04106,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
KY-6,D,NANCY JO KEMPER,"KEMPER, NANCY JO",H6KY06127,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
LA-1,R,STEVE SCALISE,"SCALISE, STEVE MR.",H0LA01087,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
LA-2,D,CEDRIC L RICHMOND,"RICHMOND, CEDRIC L.",H8LA02054,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
LA-2,D,KENNETH CUTNO,"CUTNO, KENNETH",H6LA02223,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
LA-3,R,BRYAN BARRILLEAUX,"BARRILLEAUX, BRYAN",H2LA03063,C,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
LA-3,R,GROVER JOSEPH REES,"REES, GROVER JOSEPH",H6LA03114,O,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
LA-3,R,HERMAN L VIDRINE,"VIDRINE, HERMAN L",H6LA03171,C,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
LA-3,D,"JACOB \""DORIAN PHIBIAN\"" HEBERT","HEBERT, JACOB ""DORIAN PHIBIAN''",H6LA03163,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-3,D,LARRY RADER,"RADER, LARRY",H6LA03155,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-4,R,ELBERT GUILLORY,"GUILLORY, ELBERT",H6LA04112,O,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
LA-5,R,BILLY BURKETTE,"BURKETTE, BILLY",H6LA05150,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-5,R,RALPH LEE ABRAHAM,"ABRAHAM, RALPH LEE DR. JR.",H4LA05221,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-6,R,GARRET GRAVES,"GRAVES, GARRET",H4LA06153,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-6,D,JERMAINE SAMPSON,"SAMPSON, JERMAINE",H6LA06117,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
LA-6,D,RICHARD LIEBERMAN,"LIEBERMAN, RICHARD ",H4LA06062,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
