candidate_uid,cycle,chamber,race_id,state,district,party_code,candidate_name_canonical,candidate_name_mit,candidate_name_fec,fec_candidate_id,principal_campaign_committee_id,incumbent_challenger_status,is_incumbent,is_challenger,is_open_seat_candidate,fec_candidate_status,candidate_vote_total,candidate_vote_share,match_method,match_score,match_reason,second_best_score,candidate_count_considered,source_results,source_candidate_identity
HOUSE_2020_AL_5_R_MO_BROOKS,2020,House,AL-5,AL,5,R,MO BROOKS,MO BROOKS,"BROOKS, MO",H0AL05163,C00464149,I,True,False,False,C,253094,0.9581087219866747,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AL_6_R_GARY_J_PALMER,2020,House,AL-6,AL,6,R,GARY J PALMER,GARY J PALMER,"PALMER, GARY",H4AL06098,C00551374,I,True,False,False,C,274160,0.9712996127697415,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AL_7_D_TERRI_A_SEWELL,2020,House,AL-7,AL,7,D,TERRI A SEWELL,TERRI A SEWELL,"SEWELL, TERRI A.",H0AL07086,C00458976,I,True,False,False,C,225742,0.9716396003977085,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_1_R_ERIC_A_RICK_CRAWFORD,2020,House,AR-1,AR,1,R,"ERIC A \""RICK\"" CRAWFORD","ERIC A \""RICK\"" CRAWFORD","CRAWFORD, ERIC ALAN RICK",H0AR01083,C00462374,I,True,False,False,C,237596,1.0,high_confidence_automatic,94.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_2_D_JOYCE_ELLIOTT,2020,House,AR-2,AR,2,D,JOYCE ELLIOTT,JOYCE ELLIOTT,"ELLIOTT, JOYCE ANN SENATOR",H0AR02206,C00726943,C,False,True,False,C,148410,0.4463418375172555,high_confidence_automatic,92.5,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_2_R_J_FRENCH_HILL,2020,House,AR-2,AR,2,R,J FRENCH HILL,J FRENCH HILL,"HILL, JAMES FRENCH",H4AR02141,C00551275,I,True,False,False,C,184093,0.5536581624827445,probable_automatic,74.5,last_exact+first_initial+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_3_D_CELESTE_WILLIAMS,2020,House,AR-3,AR,3,D,CELESTE WILLIAMS,CELESTE WILLIAMS,"WILLIAMS, CELESTE SARENE",H0AR03105,C00709667,C,False,True,False,C,106325,0.3180888045904111,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_3_R_STEVE_WOMACK,2020,House,AR-3,AR,3,R,STEVE WOMACK,STEVE WOMACK,"WOMACK, STEVE",H0AR03055,C00477745,I,True,False,False,C,214960,0.643088355840628,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_4_D_WILLIAM_H_HANSON,2020,House,AR-4,AR,4,D,WILLIAM H HANSON,WILLIAM H HANSON,"HANSON, WILLIAM MR.",H0AR04087,C00717439,C,False,True,False,C,75750,0.27541949206464633,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AR_4_R_BRUCE_WESTERMAN,2020,House,AR-4,AR,4,R,BRUCE WESTERMAN,BRUCE WESTERMAN,"WESTERMAN, BRUCE",H4AR04048,C00548180,I,True,False,False,C,191617,0.6967004199465523,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_1_D_TOM_O_HALLERAN,2020,House,AZ-1,AZ,1,D,TOM O'HALLERAN,TOM O'HALLERAN,"O'HALLERAN, TOM",H6AZ01199,C00582890,I,True,False,False,C,188469,0.5161017366873142,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_1_R_TIFFANY_SHEDD,2020,House,AZ-1,AZ,1,R,TIFFANY SHEDD,TIFFANY SHEDD,"SHEDD, TIFFANY",H8AZ01237,C00657155,C,False,True,False,C,176709,0.4838982633126859,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_2_D_ANN_KIRKPATRICK,2020,House,AZ-2,AZ,2,D,ANN KIRKPATRICK,ANN KIRKPATRICK,"KIRKPATRICK, ANN",H8AZ01104,C00651042,I,True,False,False,C,209945,0.5509586567783044,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_2_R_BRANDON_MARTIN,2020,House,AZ-2,AZ,2,R,BRANDON MARTIN,BRANDON MARTIN,,,,,False,False,False,,170975,0.44868968702598583,unmatched,0.0,last_name_mismatch+scope_same_race,2.0,9,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_3_D_RAUL_M_GRIJALVA,2020,House,AZ-3,AZ,3,D,RAUL M GRIJALVA,RAUL M GRIJALVA,"GRIJALVA, RAUL M",H2AZ07070,C00374058,I,True,False,False,C,174243,0.6457342766188476,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_3_R_DANIEL_WOOD,2020,House,AZ-3,AZ,3,R,DANIEL WOOD,DANIEL WOOD,"WOOD, DANIEL",H0AZ03461,C00725697,C,False,True,False,C,95594,0.3542657233811523,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_4_D_DELINA_DISANTO,2020,House,AZ-4,AZ,4,D,DELINA DISANTO,DELINA DISANTO,"DISANTO, DELINA",H8AZ04165,C00672154,C,False,True,False,C,120484,0.3022504973370829,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_4_R_PAUL_A_GOSAR,2020,House,AZ-4,AZ,4,R,PAUL A GOSAR,PAUL A GOSAR,"GOSAR, PAUL DR.",H0AZ01259,C00461806,I,True,False,False,C,278002,0.6974058195337449,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_5_D_JOAN_GREENE,2020,House,AZ-5,AZ,5,D,JOAN GREENE,JOAN GREENE,"GREENE, JOAN",H8AZ05154,C00640938,C,False,True,False,C,183171,0.411013402684127,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_5_R_ANDY_BIGGS,2020,House,AZ-5,AZ,5,R,ANDY BIGGS,ANDY BIGGS,"BIGGS, ANDY MR.",H6AZ05083,C00610451,I,True,False,False,C,262414,0.5888250380898314,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_6_D_HIRAL_TIPIRNENI,2020,House,AZ-6,AZ,6,D,HIRAL TIPIRNENI,HIRAL TIPIRNENI,"TIPIRNENI, HIRAL VYAS",H8AZ08083,C00649897,C,False,True,False,C,199644,0.47827284770750333,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_6_R_DAVID_SCHWEIKERT,2020,House,AZ-6,AZ,6,R,DAVID SCHWEIKERT,DAVID SCHWEIKERT,"SCHWEIKERT, DAVID S.",H4AZ06045,C00540617,I,True,False,False,C,217783,0.5217271522924967,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_7_D_RUBEN_GALLEGO,2020,House,AZ-7,AZ,7,D,RUBEN GALLEGO,RUBEN GALLEGO,"GALLEGO, RUBEN",H4AZ07043,C00558627,I,True,False,False,C,165452,0.7669330465577661,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_7_R_JOSHUA_BARNETT,2020,House,AZ-7,AZ,7,R,JOSHUA BARNETT,JOSHUA BARNETT,"BARNETT, JOSH",H0AZ07082,C00702332,C,False,True,False,C,50226,0.2328166428717112,probable_automatic,72.0,last_exact+first_initial+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_8_D_MICHAEL_MUSCATO,2020,House,AZ-8,AZ,8,D,MICHAEL MUSCATO,MICHAEL MUSCATO,"MUSCATO, MICHAEL ARCHANGEL",H0AZ08072,C00703124,C,False,True,False,C,170816,0.4043298056416241,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_8_R_DEBBIE_LESKO,2020,House,AZ-8,AZ,8,R,DEBBIE LESKO,DEBBIE LESKO,"LESKO, DEBBIE",H8AZ08158,C00663914,I,True,False,False,C,251633,0.5956275874802055,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_9_D_GREG_STANTON,2020,House,AZ-9,AZ,9,D,GREG STANTON,GREG STANTON,"STANTON, GREG",H8AZ09040,C00657304,I,True,False,False,C,217094,0.6162646122052721,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_AZ_9_R_DAVE_GILES,2020,House,AZ-9,AZ,9,R,DAVE GILES,DAVE GILES,"GILES, DAVID VICTOR",H6AZ09010,C00572602,C,False,True,False,C,135180,0.383735387794728,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_1_D_AUDREY_DENNEY,2020,House,CA-1,CA,1,D,AUDREY DENNEY,AUDREY DENNEY,"DENNEY, AUDREY L",H8CA01257,C00664409,C,False,True,False,C,154073,0.43005557369865155,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_1_R_DOUG_LAMALFA,2020,House,CA-1,CA,1,R,DOUG LAMALFA,DOUG LAMALFA,"LAMALFA, DOUG",H2CA02142,C00509422,I,True,False,False,C,204190,0.5699444263013485,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_10_D_JOSH_HARDER,2020,House,CA-10,CA,10,D,JOSH HARDER,JOSH HARDER,"HARDER, JOSH",H8CA10126,C00639146,I,True,False,False,C,166865,0.5516307761476261,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_10_R_TED_HOWZE,2020,House,CA-10,CA,10,R,TED HOWZE,TED HOWZE,"HOWZE, TED D II",H8CA10209,C00681544,C,False,True,False,C,135629,0.44836922385237393,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_11_D_MARK_DESAULNIER,2020,House,CA-11,CA,11,D,MARK DESAULNIER,MARK DESAULNIER,"DESAULNIER, MARK",H0CA10073,C00554709,I,True,False,False,C,271063,0.7299276166266332,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_11_R_NISHA_SHARMA,2020,House,CA-11,CA,11,R,NISHA SHARMA,NISHA SHARMA,"SHARMA, NISHA",H0CA15262,C00723031,O,False,False,True,C,100293,0.2700723833733668,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_12_D_NANCY_PELOSI,2020,House,CA-12,CA,12,D,NANCY PELOSI,NANCY PELOSI,"PELOSI, NANCY",H8CA05035,C00213512,I,True,False,False,C,281776,0.7763493594158976,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_12_D_SHAHID_BUTTAR,2020,House,CA-12,CA,12,D,SHAHID BUTTAR,SHAHID BUTTAR,"BUTTAR, SHAHID",H8CA12262,C00670463,C,False,True,False,C,81174,0.2236506405841025,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_13_D_BARBARA_LEE,2020,House,CA-13,CA,13,D,BARBARA LEE,BARBARA LEE,"LEE, BARBARA",H8CA09060,C00331769,I,True,False,False,C,327863,0.9036569299207867,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_13_R_NIKKA_PITERMAN,2020,House,CA-13,CA,13,R,NIKKA PITERMAN,NIKKA PITERMAN,"PITERMAN, KONSTANTINE NIKKA-SHER",H0CA13127,C00708214,C,False,True,False,C,34955,0.09634307007921326,high_confidence_automatic,89.5,last_exact+alternate_given_name_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_14_D_JACKIE_SPEIER,2020,House,CA-14,CA,14,D,JACKIE SPEIER,JACKIE SPEIER,"SPEIER, JACKIE",H8CA12171,C00443705,I,True,False,False,C,278300,0.7928661984872011,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_14_R_RAN_S_PETEL,2020,House,CA-14,CA,14,R,RAN S PETEL,RAN S PETEL,"PETEL, RAN S",H0CA14125,,C,False,True,False,N,72705,0.20713380151279898,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_15_D_ERIC_SWALWELL,2020,House,CA-15,CA,15,D,ERIC SWALWELL,ERIC SWALWELL,"SWALWELL, ERIC MICHAEL",H2CA15094,C00502294,I,True,False,False,C,242991,0.7090466616671676,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_15_R_ALISON_HAYDEN,2020,House,CA-15,CA,15,R,ALISON HAYDEN,ALISON HAYDEN,"HAYDEN, ALISON",H0CA15247,C00714568,O,False,False,True,N,99710,0.29095333833283243,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_16_D_JIM_COSTA,2020,House,CA-16,CA,16,D,JIM COSTA,JIM COSTA,"COSTA, JIM MR.",H4CA20082,C00391029,I,True,False,False,C,128690,0.5937830193467418,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_16_R_KEVIN_COOKINGHAM,2020,House,CA-16,CA,16,R,KEVIN COOKINGHAM,KEVIN COOKINGHAM,"COOKINGHAM, KEVIN",H0CA16120,C00710699,C,False,True,False,C,88039,0.40621698065325823,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_17_D_RO_KHANNA,2020,House,CA-17,CA,17,D,RO KHANNA,RO KHANNA,"KHANNA, ROHIT",H4CA12055,C00503185,I,True,False,False,C,212137,0.7134588479027094,probable_automatic,72.0,last_exact+first_initial+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_17_R_RITESH_TANDON,2020,House,CA-17,CA,17,R,RITESH TANDON,RITESH TANDON,"TANDON, RITESH",H0CA17193,C00721878,C,False,True,False,C,85199,0.2865411520972906,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_18_D_ANNA_G_ESHOO,2020,House,CA-18,CA,18,D,ANNA G ESHOO,ANNA G ESHOO,"ESHOO, ANNA G",H8CA12098,C00258475,I,True,False,False,C,217388,0.6316866150014965,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_18_D_RISHI_KUMAR,2020,House,CA-18,CA,18,D,RISHI KUMAR,RISHI KUMAR,"KUMAR, RISHI",H0CA18068,C00695858,C,False,True,False,C,126751,0.3683133849985035,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_19_D_ZOE_LOFGREN,2020,House,CA-19,CA,19,D,ZOE LOFGREN,ZOE LOFGREN,"LOFGREN, ZOE",H4CA16049,C00289603,I,True,False,False,C,224385,0.7168231494407831,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_19_R_JUSTIN_JAMES_AGUILERA,2020,House,CA-19,CA,19,R,JUSTIN JAMES AGUILERA,JUSTIN JAMES AGUILERA,"AGUILERA, JUSTIN",H8CA19051,C00683532,C,False,True,False,N,88642,0.28317685055921693,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_2_D_JARED_HUFFMAN,2020,House,CA-2,CA,2,D,JARED HUFFMAN,JARED HUFFMAN,"HUFFMAN, JARED",H2CA06259,C00536680,I,True,False,False,C,294435,0.7573793263109156,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_2_R_DALE_K_MENSING,2020,House,CA-2,CA,2,R,DALE K MENSING,DALE K MENSING,"MENSING, DALE KENNETH",H4CA02098,C00543553,C,False,True,False,N,94320,0.24262067368908438,high_confidence_automatic,92.5,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_20_D_JIMMY_PANETTA,2020,House,CA-20,CA,20,D,JIMMY PANETTA,JIMMY PANETTA,"PANETTA, JIMMY",H6CA20152,C00592154,I,True,False,False,C,236896,0.7677618828470867,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_20_R_JEFF_GORMAN,2020,House,CA-20,CA,20,R,JEFF GORMAN,JEFF GORMAN,"GORMAN, JEFF",H0CA20122,C00722363,C,False,True,False,C,71658,0.23223811715291326,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_21_D_TJ_COX,2020,House,CA-21,CA,21,D,TJ COX,TJ COX,"COX, TERRENCE JOHN (TJ)",H8CA10167,C00648956,I,True,False,False,C,84406,0.4955323071142579,probable_automatic,70.75,last_exact+first_initial+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_21_R_DAVID_G_VALADAO,2020,House,CA-21,CA,21,R,DAVID G VALADAO,DAVID G VALADAO,"VALADAO, DAVID",H2CA20094,C00499392,C,False,True,False,C,85928,0.5044676928857421,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_22_D_PHIL_ARBALLO,2020,House,CA-22,CA,22,D,PHIL ARBALLO,PHIL ARBALLO,"ARBALLO, PHIL",H0CA22102,C00708479,C,False,True,False,C,144251,0.457737696698917,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_22_R_DEVIN_NUNES,2020,House,CA-22,CA,22,R,DEVIN NUNES,DEVIN NUNES,"NUNES, DEVIN G.",H8CA20059,C00370056,I,True,False,False,C,170888,0.542262303301083,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_23_D_KIM_MANGONE,2020,House,CA-23,CA,23,D,KIM MANGONE,KIM MANGONE,"MANGONE, KIM",H0CA23167,C00709550,C,False,True,False,C,115896,0.37859910230695354,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_23_R_KEVIN_MCCARTHY,2020,House,CA-23,CA,23,R,KEVIN MCCARTHY,KEVIN MCCARTHY,"MCCARTHY, KEVIN",H6CA22125,C00420935,I,True,False,False,C,190222,0.6214008976930465,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_24_D_SALUD_O_CARBAJAL,2020,House,CA-24,CA,24,D,SALUD O CARBAJAL,SALUD O CARBAJAL,"CARBAJAL, SALUD O.",H6CA24303,C00576041,I,True,False,False,C,212564,0.5866342850046227,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_24_R_ANDY_CALDWELL,2020,House,CA-24,CA,24,R,ANDY CALDWELL,ANDY CALDWELL,"CALDWELL, JAMES ANDREW",H0CA24157,C00715060,C,False,True,False,C,149781,0.41336571499537733,review_required,48.75,last_exact+first_mismatch+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_25_D_CHRISTY_SMITH,2020,House,CA-25,CA,25,D,CHRISTY SMITH,CHRISTY SMITH,"SMITH, CHRISTY",H0CA25154,C00725101,C,False,True,False,C,169305,0.4995087669608164,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,70.75,8,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_25_R_MIKE_GARCIA,2020,House,CA-25,CA,25,R,MIKE GARCIA,MIKE GARCIA,"GARCIA, MICHAEL",H0CA25105,C00701102,I,True,False,False,C,169638,0.5004912330391835,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,2.0,11,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_26_D_JULIA_BROWNLEY,2020,House,CA-26,CA,26,D,JULIA BROWNLEY,JULIA BROWNLEY,"BROWNLEY, JULIA",H2CA00120,C00513077,I,True,False,False,C,208856,0.6058485842666643,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2020_CA_26_R_RONDA_BALDWIN_KENNEDY,2020,House,CA-26,CA,26,R,RONDA BALDWIN-KENNEDY,RONDA BALDWIN-KENNEDY,"KENNEDY, RONDA",H0CA26145,C00708073,C,False,True,False,C,135877,0.3941514157333357,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
