candidate_uid,cycle,chamber,race_id,state,district,party_code,candidate_name_canonical,candidate_name_mit,candidate_name_fec,fec_candidate_id,principal_campaign_committee_id,incumbent_challenger_status,is_incumbent,is_challenger,is_open_seat_candidate,fec_candidate_status,candidate_vote_total,candidate_vote_share,match_method,match_score,match_reason,second_best_score,candidate_count_considered,source_results,source_candidate_identity
HOUSE_2018_AK_AL_D_ALYSE_S_GALVIN,2018,House,AK-AL,AK,AL,D,ALYSE S GALVIN,ALYSE S GALVIN,,,,,False,False,False,,131199,0.46497097453272185,unmatched,0.0,last_name_mismatch+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AK_AL_R_DON_YOUNG,2018,House,AK-AL,AK,AL,R,DON YOUNG,DON YOUNG,"YOUNG, DONALD E",H6AK00045,C00012229,I,True,False,False,C,149779,0.5308187379060553,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_1_D_ROBERT_KENNEDY,2018,House,AL-1,AL,1,D,ROBERT KENNEDY JR,ROBERT KENNEDY JR,"KENNEDY, ROBERT JR.",H8AL01066,C00667949,C,False,True,False,C,89226,0.36776483098876006,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_1_R_BRADLEY_BYRNE,2018,House,AL-1,AL,1,R,BRADLEY BYRNE,BRADLEY BYRNE,"BYRNE, BRADLEY ROBERTS",H4AL01123,C00545673,I,True,False,False,C,153228,0.6315633282086581,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_2_D_TABITHA_ISNER,2018,House,AL-2,AL,2,D,TABITHA ISNER,TABITHA ISNER,"ISNER, TABITHA KAY",H8AL02197,C00657437,C,False,True,False,C,86931,0.38425938204482163,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_2_R_MARTHA_ROBY,2018,House,AL-2,AL,2,R,MARTHA ROBY,MARTHA ROBY,"ROBY, MARTHA",H0AL02087,C00462143,I,True,False,False,C,138879,0.6138841002519559,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_3_D_MALLORY_HAGAN,2018,House,AL-3,AL,3,D,MALLORY HAGAN,MALLORY HAGAN,"HAGAN, MALLORY",H8AL03054,C00668574,C,False,True,False,C,83996,0.36218442101632065,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_3_R_MIKE_ROGERS,2018,House,AL-3,AL,3,R,MIKE ROGERS,MIKE ROGERS,"ROGERS, MICHAEL",H2AL03032,C00367862,I,True,False,False,C,147770,0.6371731022141733,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_4_D_LEE_AUMAN,2018,House,AL-4,AL,4,D,LEE AUMAN,LEE AUMAN,"AUMAN, JAMES LEE",H8AL04094,C00665182,C,False,True,False,C,46492,0.20129108235304305,high_confidence_automatic,92.0,last_exact+alternate_given_name_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_4_R_ROBERT_ADERHOLT,2018,House,AL-4,AL,4,R,ROBERT ADERHOLT,ROBERT ADERHOLT,"ADERHOLT, ROBERT B. REP.",H6AL04098,C00313247,I,True,False,False,C,184255,0.7977477496980114,high_confidence_automatic,92.5,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_5_D_PETER_JOFFRION,2018,House,AL-5,AL,5,D,PETER JOFFRION,PETER JOFFRION,"JOFFRION, PETER S.",H8AL05190,C00647677,C,False,True,False,C,101388,0.38894707161846453,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2018_AL_5_R_MO_BROOKS,2018,House,AL-5,AL,5,R,MO BROOKS,MO BROOKS,"BROOKS, MO",H0AL05163,C00464149,I,True,False,False,C,159063,0.6102012866695055,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
