candidate_uid,cycle,chamber,race_id,state,district,party_code,candidate_name_canonical,candidate_name_mit,candidate_name_fec,fec_candidate_id,principal_campaign_committee_id,incumbent_challenger_status,is_incumbent,is_challenger,is_open_seat_candidate,fec_candidate_status,candidate_vote_total,candidate_vote_share,match_method,match_score,match_reason,second_best_score,candidate_count_considered,source_results,source_candidate_identity
HOUSE_2022_CO_1_R_JENNIFER_QUALTERI,2022,House,CO-1,CO,1,R,JENNIFER QUALTERI,JENNIFER QUALTERI,"QUALTERI, JENNIFER",H2CO01215,C00819284,C,False,True,False,N,49530,0.17525547032015173,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_2_D_JOE_NEGUSE,2022,House,CO-2,CO,2,D,JOE NEGUSE,JOE NEGUSE,"NEGUSE, JOSEPH",H8CO02160,C00648253,I,True,False,False,C,244107,0.6997698078483197,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_2_R_MARSHALL_DAWSON,2022,House,CO-2,CO,2,R,MARSHALL DAWSON,MARSHALL DAWSON,"DAWSON, MARSHALL",H2CO02205,C00810457,C,False,True,False,C,97700,0.28007189563093576,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_3_D_ADAM_FRISCH,2022,House,CO-3,CO,3,D,ADAM FRISCH,ADAM FRISCH,"FRISCH, ADAM",H2CO03351,C00805275,C,False,True,False,C,163293,0.4989321233787066,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,14,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_3_R_LAUREN_BOEBERT,2022,House,CO-3,CO,3,R,LAUREN BOEBERT,LAUREN BOEBERT,"BOEBERT, LAUREN",H0CO03165,C00728238,I,True,False,False,C,163839,0.500600394151886,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_4_D_IKE_MCCORKLE,2022,House,CO-4,CO,4,D,IKE MCCORKLE,IKE MCCORKLE,"MCCORKLE, ISAAC IAN",H0CO04197,C00697334,C,False,True,False,C,129619,0.3656255200796586,probable_automatic,70.75,last_exact+first_initial+scope_same_race,0.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_4_R_KEN_BUCK,2022,House,CO-4,CO,4,R,KEN BUCK,KEN BUCK,"BUCK, KENNETH R",H4CO04090,C00573378,I,True,False,False,C,216024,0.6093542408882043,probable_automatic,70.75,last_exact+first_initial+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_5_D_DAVID_TORRES,2022,House,CO-5,CO,5,D,DAVID TORRES,DAVID TORRES,"GOENAGA-TORRES, SANTIAGO DAVID",H2CO05141,C00772467,C,False,True,False,C,111978,0.40285072887136464,high_confidence_automatic,89.5,last_exact+alternate_given_name_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_5_R_DOUG_LAMBORN,2022,House,CO-5,CO,5,R,DOUG LAMBORN,DOUG LAMBORN,"LAMBORN, DOUGLAS",H6CO05159,C00420745,I,True,False,False,C,155528,0.5595256939747594,probable_automatic,72.0,last_exact+first_initial+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_6_D_JASON_CROW,2022,House,CO-6,CO,6,D,JASON CROW,JASON CROW,"CROW, JASON",H8CO06229,C00637363,I,True,False,False,C,170140,0.6060087977061851,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_6_R_STEVEN_MONAHAN,2022,House,CO-6,CO,6,R,STEVEN MONAHAN,STEVEN MONAHAN,"MONAHAN, STEVEN EDWARD",H2CO06214,C00806737,C,False,True,False,C,105084,0.37429075172303256,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_7_D_BRITTANY_PETTERSEN,2022,House,CO-7,CO,7,D,BRITTANY PETTERSEN,BRITTANY PETTERSEN,"PETTERSEN, BRITTANY LOUISE MS.",H8CO07045,C00637215,O,False,False,True,C,204984,0.5637608257403033,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_7_R_ERIK_AADLAND,2022,House,CO-7,CO,7,R,ERIK AADLAND,ERIK AADLAND,"AADLAND, ERIK",H2CO07170,C00781492,O,False,False,True,C,150510,0.4139427559330145,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_8_D_YADIRA_CARAVEO,2022,House,CO-8,CO,8,D,YADIRA CARAVEO,YADIRA CARAVEO,"CARAVEO, YADIRA",H2CO08020,C00787788,O,False,False,True,C,114377,0.4836216337351639,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CO_8_R_BARBARA_KIRKMEYER,2022,House,CO-8,CO,8,R,BARBARA KIRKMEYER,BARBARA KIRKMEYER,"KIRKMEYER, BARBARA",H2CO08079,C00794602,O,False,False,True,C,112745,0.47672102866372656,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_1_D_JOHN_B_LARSON,2022,House,CT-1,CT,1,D,JOHN B LARSON,JOHN B LARSON,"LARSON, JOHN B",H8CT01046,C00330142,I,True,False,False,C,144873,0.5939535818099076,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_1_R_LARRY_LAZOR,2022,House,CT-1,CT,1,R,LARRY LAZOR,LARRY LAZOR,"LAZOR, LAWRENCE ZIDOVSKY DR",H2CT01213,C00778332,C,False,True,False,C,91506,0.37515835564320066,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_2_D_JOE_COURTNEY,2022,House,CT-2,CT,2,D,JOE COURTNEY,JOE COURTNEY,"COURTNEY, JOSEPH",H2CT02112,C00410233,I,True,False,False,C,165946,0.5822033392859023,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_2_R_MIKE_FRANCE,2022,House,CT-2,CT,2,R,MIKE FRANCE,MIKE FRANCE,"FRANCE, MIKE",H2CT02161,C00768689,C,False,True,False,C,114506,0.40173174145970086,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_3_D_ROSA_L_DELAURO,2022,House,CT-3,CT,3,D,ROSA L DELAURO,ROSA L DELAURO,"DELAURO, ROSA L",H0CT03072,C00238865,I,True,False,False,C,137924,0.5684048283336973,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_3_R_LESLEY_DENARDIS,2022,House,CT-3,CT,3,R,LESLEY DENARDIS,LESLEY DENARDIS,"DENARDIS, LESLEY",H2CT03110,C00805085,C,False,True,False,C,98704,0.4067735142241326,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_4_D_JAMES_A_HIMES,2022,House,CT-4,CT,4,D,JAMES A HIMES,JAMES A HIMES,"HIMES, JIM",H8CT04172,C00434191,I,True,False,False,C,140262,0.594119042374748,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_4_R_JAYME_STEVENSON,2022,House,CT-4,CT,4,R,JAYME STEVENSON,JAYME STEVENSON,"STEVENSON, JAYME MRS.",H2CT04134,C00807610,C,False,True,False,C,93329,0.39532115687636604,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_5_D_JAHANA_HAYES,2022,House,CT-5,CT,5,D,JAHANA HAYES,JAHANA HAYES,"HAYES, JAHANA",H8CT05245,C00677898,I,True,False,False,C,123818,0.4881027468542054,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_CT_5_R_GEORGE_LOGAN,2022,House,CT-5,CT,5,R,GEORGE LOGAN,GEORGE LOGAN,"LOGAN, GEORGE S",H2CT05222,C00784926,C,False,True,False,C,123342,0.4862263079882683,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_DE_AL_D_LISA_BLUNT_ROCHESTER,2022,House,DE-AL,DE,AL,D,LISA BLUNT ROCHESTER,LISA BLUNT ROCHESTER,"BLUNT ROCHESTER, LISA",H6DE00206,C00590778,I,True,False,False,C,178416,0.5546916048238919,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_DE_AL_R_LEE_MURPHY,2022,House,DE-AL,DE,AL,R,LEE MURPHY,LEE MURPHY,"MURPHY, LEE",H8DE01044,C00782755,C,False,True,False,C,138201,0.42966401263489085,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_1_D_REBEKAH_JONES,2022,House,FL-1,FL,1,D,REBEKAH JONES,REBEKAH JONES,"JONES, REBEKAH",H2FL01233,C00782854,C,False,True,False,C,93467,0.3213956591109155,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_1_R_MATT_GAETZ,2022,House,FL-1,FL,1,R,MATT GAETZ,MATT GAETZ,"GAETZ, MATT",H6FL01119,C00612432,I,True,False,False,C,197349,0.6786043408890845,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_10_D_MAXWELL_ALEJANDRO_FROST,2022,House,FL-10,FL,10,D,MAXWELL ALEJANDRO FROST,MAXWELL ALEJANDRO FROST,"FROST, MAXWELL ALEJANDRO",H2FL10259,C00786822,O,False,False,True,C,117955,0.5900405182332049,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,13,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_10_R_CALVIN_B_WIMBISH,2022,House,FL-10,FL,10,R,CALVIN B WIMBISH,CALVIN B WIMBISH,"WIMBISH, CALVIN B MR",H2FL10283,C00791582,O,False,False,True,C,78844,0.3943974788654895,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,10,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_11_D_SHANTE_MUNNS,2022,House,FL-11,FL,11,D,SHANTE MUNNS,SHANTE MUNNS,"MUNNS, SHANTE",H2FL11174,C00816231,C,False,True,False,C,115647,0.35408393522529996,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_11_R_DANIEL_WEBSTER,2022,House,FL-11,FL,11,R,DANIEL WEBSTER,DANIEL WEBSTER,"WEBSTER, DANIEL",H0FL08208,C00481911,I,True,False,False,C,205995,0.6307082780939901,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_12_D_KIMBERLY_WALKER,2022,House,FL-12,FL,12,D,KIMBERLY WALKER,KIMBERLY WALKER,"WALKER, KIMBERLY H MS",H6FL13197,C00591388,C,False,True,False,C,95390,0.29624683613099584,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_12_R_GUS_M_BILIRAKIS,2022,House,FL-12,FL,12,R,GUS M BILIRAKIS,GUS M BILIRAKIS,"BILIRAKIS, GUS M",H6FL09070,C00408534,I,True,False,False,C,226601,0.703740741315859,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_13_D_ERIC_LYNN,2022,House,FL-13,FL,13,D,ERIC LYNN,ERIC LYNN,"LYNN, ERIC",H6FL13189,C00575233,O,False,False,True,C,153876,0.45052789375369645,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_13_R_ANNA_PAULINA_LUNA,2022,House,FL-13,FL,13,R,ANNA PAULINA LUNA,ANNA PAULINA LUNA,"PAULINA LUNA, ANNA",H0FL13158,C00718239,O,False,False,True,C,181487,0.5313691274381782,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,8,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_14_D_KATHY_CASTOR,2022,House,FL-14,FL,14,D,KATHY CASTOR,KATHY CASTOR,"CASTOR, KATHY",H6FL11126,C00410761,I,True,False,False,C,149737,0.5689873994923318,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_14_R_JAMES_JUDGE,2022,House,FL-14,FL,14,R,JAMES JUDGE,JAMES JUDGE,"JUDGE, JAMES",H2FL14277,C00797597,C,False,True,False,C,113427,0.4310126005076682,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_15_D_ALAN_M_COHN,2022,House,FL-15,FL,15,D,ALAN M COHN,ALAN M COHN,"COHN, ALAN",H4FL15155,C00718650,C,False,True,False,C,102835,0.41456698944584647,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_15_R_LAUREL_LEE,2022,House,FL-15,FL,15,R,LAUREL LEE,LAUREL LEE,"LEE, LAUREL MRS.",H2FL15241,C00815373,C,False,True,False,C,145219,0.5854330105541535,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_16_D_JAN_SCHNEIDER,2022,House,FL-16,FL,16,D,JAN SCHNEIDER,JAN SCHNEIDER,"SCHNEIDER, JAN",H2FL13139,C00447474,C,False,True,False,C,115575,0.3784901656416403,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_16_R_VERN_BUCHANAN,2022,House,FL-16,FL,16,R,VERN BUCHANAN,VERN BUCHANAN,"BUCHANAN, VERNON",H6FL13148,C00412759,I,True,False,False,C,189762,0.6214410626215786,probable_automatic,72.0,last_exact+first_initial+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_17_D_ANDREA_DORIA_KALE,2022,House,FL-17,FL,17,D,ANDREA DORIA KALE,ANDREA DORIA KALE,"KALE, ANDREA DORIA",H2FL17106,C00807768,C,False,True,False,C,123798,0.3552248741772021,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_17_R_W_GREGORY_STEUBE,2022,House,FL-17,FL,17,R,W GREGORY STEUBE,W GREGORY STEUBE,"STEUBE, GREG",H8FL17053,C00671891,I,True,False,False,C,222483,0.6383907307191268,high_confidence_automatic,85.75,last_exact+alternate_given_name_match+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_18_R_C_SCOTT_FRANKLIN,2022,House,FL-18,FL,18,R,C SCOTT FRANKLIN,C SCOTT FRANKLIN,"FRANKLIN, SCOTT MR.",H0FL15104,C00742247,I,True,False,False,C,167429,0.7466708884468903,high_confidence_automatic,92.0,last_exact+alternate_given_name_match+token_overlap+scope_same_race,2.0,8,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_19_D_CINDY_BANYAI,2022,House,FL-19,FL,19,D,CINDY BANYAI,CINDY BANYAI,"BANYAI, CINDY LYN",H0FL19106,C00718155,C,False,True,False,C,100226,0.31993079540593855,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_19_R_BYRON_DONALDS,2022,House,FL-19,FL,19,R,BYRON DONALDS,BYRON DONALDS,"DONALDS, BYRON",H2FL14186,C00733329,C,False,True,False,C,213035,0.6800277073743751,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_2_D_AL_LAWSON,2022,House,FL-2,FL,2,D,"AL LAWSON, JR","AL LAWSON, JR","LAWSON, ALFRED JR",H0FL02086,C00460261,I,True,False,False,C,121153,0.4019821559512789,probable_automatic,72.0,last_exact+first_initial+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_2_R_NEAL_P_DUNN,2022,House,FL-2,FL,2,R,NEAL P DUNN,NEAL P DUNN,"DUNN, NEAL PATRICK MD, FACS",H6FL02208,C00582304,I,True,False,False,C,180236,0.598017844048721,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_20_D_SHEILA_CHERFILUS_MCCORMICK,2022,House,FL-20,FL,20,D,SHEILA CHERFILUS-MCCORMICK,SHEILA CHERFILUS-MCCORMICK,"CHERFILUS-MCCORMICK, SHEILA",H8FL20032,C00677492,I,True,False,False,C,136215,0.7231400571228354,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,14,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_20_R_DREW_MONTEZ_CLARK,2022,House,FL-20,FL,20,R,DREW MONTEZ CLARK,DREW MONTEZ CLARK,"CLARK, DREW-MONTEZ DR.",H2FL25083,C00784041,C,False,True,False,C,52151,0.27685994287716464,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_21_D_CORINNA_BALDERRAMOS_ROBINSON,2022,House,FL-21,FL,21,D,CORINNA BALDERRAMOS ROBINSON,CORINNA BALDERRAMOS ROBINSON,"BALDERRAMOS ROBINSON, CORINNA",H2FL18096,C00786574,C,False,True,False,C,119891,0.36495943745148474,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_21_R_BRIAN_J_MAST,2022,House,FL-21,FL,21,R,BRIAN J MAST,BRIAN J MAST,"MAST, BRIAN",H6FL18097,C00632257,I,True,False,False,C,208614,0.6350405625485153,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,7,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_22_D_LOIS_FRANKEL,2022,House,FL-22,FL,22,D,LOIS FRANKEL,LOIS FRANKEL,"FRANKEL, LOIS J.",H2FL14053,C00494856,I,True,False,False,C,150010,0.5510940324168638,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_22_R_DAN_FRANZESE,2022,House,FL-22,FL,22,R,DAN FRANZESE,DAN FRANZESE,"FRANZESE, DANIEL JOHN",H2FL21108,C00780056,C,False,True,False,C,122194,0.44890596758313617,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,2.0,8,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_23_D_JARED_MOSKOWITZ,2022,House,FL-23,FL,23,D,JARED MOSKOWITZ,JARED MOSKOWITZ,"MOSKOWITZ, JARED",H2FL22171,C00807628,C,False,True,False,C,143951,0.515862805457106,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_23_R_JOE_BUDD,2022,House,FL-23,FL,23,R,JOE BUDD,JOE BUDD,"BUDD, JOE",H2FL23138,C00816553,C,False,True,False,C,130681,0.4683084332859104,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,9,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_24_D_FREDERICA_S_WILSON,2022,House,FL-24,FL,24,D,FREDERICA S WILSON,FREDERICA S WILSON,"WILSON, FREDERICA S.",H0FL17068,C00460055,I,True,False,False,C,133442,0.7178507835236778,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_24_R_JESUS_G_NAVARRO,2022,House,FL-24,FL,24,R,JESUS G NAVARRO,JESUS G NAVARRO,"NAVARRO, JESUS",H2FL24078,C00820043,C,False,True,False,C,52449,0.28214921647632213,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_25_D_DEBBIE_WASSERMAN_SCHULTZ,2022,House,FL-25,FL,25,D,DEBBIE WASSERMAN SCHULTZ,DEBBIE WASSERMAN SCHULTZ,"WASSERMAN SCHULTZ, DEBBIE",H4FL20023,C00385773,I,True,False,False,C,129113,0.5509361985389499,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_25_R_CARLA_SPALDING,2022,House,FL-25,FL,25,R,CARLA SPALDING,CARLA SPALDING,"SPALDING, CARLA A",H0FL23090,C00727164,C,False,True,False,C,105239,0.44906380146105007,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_26_D_CHRISTINE_ALEXANDRIA_OLIVO,2022,House,FL-26,FL,26,D,CHRISTINE ALEXANDRIA OLIVO,CHRISTINE ALEXANDRIA OLIVO,"OLIVO, CHRISTINE ALEXANDRIA",H2FL24037,C00691832,C,False,True,False,C,58868,0.29127001405189307,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_26_R_MARIO_DIAZ_BALART,2022,House,FL-26,FL,26,R,MARIO DIAZ-BALART,MARIO DIAZ-BALART,"DIAZ-BALART, MARIO",H2FL25018,C00376087,I,True,False,False,C,143240,0.708729985948107,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_27_D_ANNETTE_TADDEO,2022,House,FL-27,FL,27,D,ANNETTE TADDEO,ANNETTE TADDEO,"TADDEO, ANNETTE",H8FL00034,C00445163,C,False,True,False,C,101404,0.4270685051507315,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_27_R_MARIA_ELVIRA_SALAZAR,2022,House,FL-27,FL,27,R,MARIA ELVIRA SALAZAR,MARIA ELVIRA SALAZAR,"SALAZAR, MARIA ELVIRA",H8FL27185,C00714261,I,True,False,False,C,136038,0.5729314948492684,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_28_D_ROBERT_ASENCIO,2022,House,FL-28,FL,28,D,ROBERT ASENCIO,ROBERT ASENCIO,"ASENCIO, ROBERT",H2FL28038,C00819268,O,False,False,True,C,76665,0.3630831162680559,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_28_R_CARLOS_A_GIMENEZ,2022,House,FL-28,FL,28,R,CARLOS A GIMENEZ,CARLOS A GIMENEZ,"GIMENEZ, CARLOS",H0FL26036,C00735985,I,True,False,False,C,134457,0.6367842765806299,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_3_D_DANIELLE_HAWK,2022,House,FL-3,FL,3,D,DANIELLE HAWK,DANIELLE HAWK,"HAWK, DANIELLE NICOLE",H2FL03163,C00774174,C,False,True,False,C,103382,0.3628800988441274,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_3_R_KAT_CAMMACK,2022,House,FL-3,FL,3,R,KAT CAMMACK,KAT CAMMACK,"CAMMACK, KAT",H0FL03175,C00730895,I,True,False,False,C,178101,0.6251504950981597,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_4_D_LASHONDA_ALJA_HOLLOWAY,2022,House,FL-4,FL,4,D,LASHONDA âLJâ HOLLOWAY,LASHONDA âLJâ HOLLOWAY,"HOLLOWAY, LASHONDA J",H6FL05193,C00805184,C,False,True,False,C,108402,0.3954790717358073,high_confidence_automatic,92.5,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_4_R_AARON_BEAN,2022,House,FL-4,FL,4,R,AARON BEAN,AARON BEAN,"BEAN, AARON P.",H2FL04211,C00816983,C,False,True,False,C,165696,0.604502686946148,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_5_R_JOHN_H_RUTHERFORD,2022,House,FL-5,FL,5,R,JOHN H RUTHERFORD,JOHN H RUTHERFORD,"RUTHERFORD, JOHN",H6FL04105,C00615294,I,True,False,False,C,1,1.0,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_6_R_MICHAEL_WALTZ,2022,House,FL-6,FL,6,R,MICHAEL WALTZ,MICHAEL WALTZ,"WALTZ, MICHAEL",H8FL06148,C00666396,I,True,False,False,C,226548,0.7532642848830443,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2022_FL_7_D_KAREN_GREEN,2022,House,FL-7,FL,7,D,KAREN GREEN,KAREN GREEN,"GREEN, KAREN REV. DR.",H2FL08139,C00811539,O,False,False,True,C,126079,0.41465853217345544,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
