race_id,candidate,party,party_code,candidatevotes,candidate_norm,candidate_id,candidate_name,incumbent_challenger_status,candidate_status,fec_key_count,match_status
TX-1,NATHANIEL MORAN,REPUBLICAN,R,183224,NATHANIEL MORAN,,,,,,No exact FEC match
TX-1,JRMAR âJJâ JEFFERSON,DEMOCRAT,D,51438,JRMAR AJJA JEFFERSON,,,,,,No exact FEC match
TX-2,DAN CRENSHAW,REPUBLICAN,R,151791,DAN CRENSHAW,,,,,,No exact FEC match
TX-2,ROBIN FULFORD,DEMOCRAT,D,78496,ROBIN FULFORD,,,,,,No exact FEC match
TX-3,KEITH SELF,REPUBLICAN,R,164240,KEITH SELF,,,,,,No exact FEC match
TX-3,SANDEEP SRIVASTAVA,DEMOCRAT,D,100121,SANDEEP SRIVASTAVA,,,,,,No exact FEC match
TX-4,PAT FALLON,REPUBLICAN,R,170781,PAT FALLON,,,,,,No exact FEC match
TX-4,IRO OMERE,DEMOCRAT,D,79179,IRO OMERE,,,,,,No exact FEC match
TX-5,LANCE GOODEN,REPUBLICAN,R,135595,LANCE GOODEN,,,,,,No exact FEC match
TX-5,TARTISHA HILL,DEMOCRAT,D,71930,TARTISHA HILL,,,,,,No exact FEC match
TX-6,JAKE ELLZEY,REPUBLICAN,R,149321,JAKE ELLZEY,,,,,,No exact FEC match
TX-7,JOHNNY TEAGUE,REPUBLICAN,R,65835,JOHNNY TEAGUE,,,,,,No exact FEC match
TX-7,LIZZIE FLETCHER,DEMOCRAT,D,115994,LIZZIE FLETCHER,,,,,,No exact FEC match
TX-8,MORGAN LUTTRELL,REPUBLICAN,R,153127,MORGAN LUTTRELL,,,,,,No exact FEC match
TX-8,LAURA JONES,DEMOCRAT,D,68715,LAURA JONES,,,,,,No exact FEC match
TX-9,JIMMY I LEON,REPUBLICAN,R,38161,JIMMY I LEON,,,,,,No exact FEC match
TX-9,AL GREEN,DEMOCRAT,D,125446,AL GREEN,,,,,,No exact FEC match
TX-10,MICHAEL T MCCAUL,REPUBLICAN,R,159469,MICHAEL T MCCAUL,,,,,,No exact FEC match
TX-10,LINDA NUNO,DEMOCRAT,D,86404,LINDA NUNO,,,,,,No exact FEC match
TX-11,AUGUST PFLUGER,REPUBLICAN,R,151066,AUGUST PFLUGER,,,,,,No exact FEC match
TX-12,KAY GRANGER,REPUBLICAN,R,152953,KAY GRANGER,,,,,,No exact FEC match
TX-12,TREY J HUNT,DEMOCRAT,D,85026,TREY J HUNT,,,,,,No exact FEC match
TX-13,RONNY JACKSON,REPUBLICAN,R,161767,RONNY JACKSON,,,,,,No exact FEC match
TX-13,KATHLEEN BROWN,DEMOCRAT,D,52910,KATHLEEN BROWN,,,,,,No exact FEC match
TX-14,"RANDY K WEBER, SR",REPUBLICAN,R,149543,RANDY K WEBER,,,,,,No exact FEC match
TX-14,MIKAL WILLIAMS,DEMOCRAT,D,63606,MIKAL WILLIAMS,,,,,,No exact FEC match
TX-15,MONICA DE LA CRUZ,REPUBLICAN,R,80978,MONICA DE LA CRUZ,,,,,,No exact FEC match
TX-15,MICHELLE VALLEJO,DEMOCRAT,D,68097,MICHELLE VALLEJO,,,,,,No exact FEC match
TX-16,IRENE ARMENDARIZ JACKSON,REPUBLICAN,R,54986,IRENE ARMENDARIZ JACKSON,,,,,,No exact FEC match
TX-16,VERONICA ESCOBAR,DEMOCRAT,D,95510,VERONICA ESCOBAR,,,,,,No exact FEC match
TX-17,PETE SESSIONS,REPUBLICAN,R,144408,PETE SESSIONS,,,,,,No exact FEC match
TX-17,MARY JO WOODS,DEMOCRAT,D,72801,MARY JO WOODS,,,,,,No exact FEC match
TX-18,CARMEN MARIA MONTIEL,REPUBLICAN,R,40941,CARMEN MARIA MONTIEL,,,,,,No exact FEC match
TX-18,SHEILA JACKSON LEE,DEMOCRAT,D,110511,SHEILA JACKSON LEE,,,,,,No exact FEC match
TX-19,JODEY C ARRINGTON,REPUBLICAN,R,152321,JODEY C ARRINGTON,,,,,,No exact FEC match
TX-20,KYLE SINCLAIR,REPUBLICAN,R,53226,KYLE SINCLAIR,,,,,,No exact FEC match
TX-20,JOAQUIN CASTRO,DEMOCRAT,D,115352,JOAQUIN CASTRO,,,,,,No exact FEC match
TX-21,CHIP ROY,REPUBLICAN,R,207426,CHIP ROY,,,,,,No exact FEC match
TX-21,CLAUDIA ANDREANA ZAPATA,DEMOCRAT,D,122655,CLAUDIA ANDREANA ZAPATA,,,,,,No exact FEC match
TX-22,TROY E NEHLS,REPUBLICAN,R,150014,TROY E NEHLS,,,,,,No exact FEC match
TX-22,JAMIE KAYE JORDAN,DEMOCRAT,D,85653,JAMIE KAYE JORDAN,,,,,,No exact FEC match
TX-23,TONY GONZALES,REPUBLICAN,R,116649,TONY GONZALES,,,,,,No exact FEC match
TX-23,JOHN LIRA,DEMOCRAT,D,80947,JOHN LIRA,,,,,,No exact FEC match
TX-24,BETH VAN DUYNE,REPUBLICAN,R,177947,BETH VAN DUYNE,,,,,,No exact FEC match
TX-24,JAN MCDOWELL,DEMOCRAT,D,119878,JAN MCDOWELL,,,,,,No exact FEC match
TX-25,ROGER WILLIAMS,REPUBLICAN,R,185270,ROGER WILLIAMS,,,,,,No exact FEC match
TX-26,MICHAEL C BURGESS,REPUBLICAN,R,183639,MICHAEL C BURGESS,,,,,,No exact FEC match
TX-27,MICHAEL CLOUD,REPUBLICAN,R,133416,MICHAEL CLOUD,,,,,,No exact FEC match
TX-27,"MACLOVIO PEREZ, JR",DEMOCRAT,D,73611,MACLOVIO PEREZ,,,,,,No exact FEC match
TX-28,CASSY GARCIA,REPUBLICAN,R,71778,CASSY GARCIA,,,,,,No exact FEC match
TX-28,HENRY CUELLAR,DEMOCRAT,D,93803,HENRY CUELLAR,,,,,,No exact FEC match
TX-29,ROBERT SCHAFRANEK,REPUBLICAN,R,28765,ROBERT SCHAFRANEK,,,,,,No exact FEC match
TX-29,SYLVIA R GARCIA,DEMOCRAT,D,71837,SYLVIA R GARCIA,,,,,,No exact FEC match
TX-30,JAMES RODGERS,REPUBLICAN,R,39209,JAMES RODGERS,,,,,,No exact FEC match
TX-30,JASMINE CROCKETT,DEMOCRAT,D,134876,JASMINE CROCKETT,,,,,,No exact FEC match
TX-31,JOHN R CARTER,REPUBLICAN,R,183185,JOHN R CARTER,,,,,,No exact FEC match
TX-32,ANTONIO SWAD,REPUBLICAN,R,61494,ANTONIO SWAD,,,,,,No exact FEC match
TX-32,COLIN Z ALLRED,DEMOCRAT,D,116005,COLIN Z ALLRED,,,,,,No exact FEC match
TX-33,PATRICK DAVID GILLESPIE,REPUBLICAN,R,29203,PATRICK DAVID GILLESPIE,,,,,,No exact FEC match
TX-33,MARC A VEASEY,DEMOCRAT,D,82081,MARC A VEASEY,,,,,,No exact FEC match
TX-34,MAYRA FLORES,REPUBLICAN,R,59464,MAYRA FLORES,,,,,,No exact FEC match
TX-34,VICENTE GONZALEZ,DEMOCRAT,D,70896,VICENTE GONZALEZ,,,,,,No exact FEC match
TX-35,DAN MCQUEEN,REPUBLICAN,R,48969,DAN MCQUEEN,,,,,,No exact FEC match
TX-35,GREG CASAR,DEMOCRAT,D,129599,GREG CASAR,,,,,,No exact FEC match
TX-36,BRIAN BABIN,REPUBLICAN,R,145599,BRIAN BABIN,,,,,,No exact FEC match
TX-36,JON HAIRE,DEMOCRAT,D,64016,JON HAIRE,,,,,,No exact FEC match
TX-37,JENNY GARCIA SHARON,REPUBLICAN,R,59923,JENNY GARCIA SHARON,,,,,,No exact FEC match
TX-37,LLOYD DOGGETT,DEMOCRAT,D,219358,LLOYD DOGGETT,,,,,,No exact FEC match
TX-38,WESLEY HUNT,REPUBLICAN,R,163597,WESLEY HUNT,,,,,,No exact FEC match
TX-38,DUNCAN F KLUSSMANN,DEMOCRAT,D,92302,DUNCAN F KLUSSMANN,,,,,,No exact FEC match
VA-1,ROBERT J WITTMAN,REPUBLICAN,R,191828,ROBERT J WITTMAN,,,,,,No exact FEC match
VA-1,"HERBERT C âHERBâ JONES, JR",DEMOCRAT,D,147229,HERBERT C AHERBA JONES,,,,,,No exact FEC match
VA-2,JEN A KIGGANS,REPUBLICAN,R,153328,JEN A KIGGANS,,,,,,No exact FEC match
VA-2,ELAINE G LURIA,DEMOCRAT,D,143219,ELAINE G LURIA,,,,,,No exact FEC match
VA-3,TERRY T NAMKUNG,REPUBLICAN,R,67668,TERRY T NAMKUNG,,,,,,No exact FEC match
VA-3,ROBERT C âBOBBYâ SCOTT,DEMOCRAT,D,139659,ROBERT C ABOBBYA SCOTT,,,,,,No exact FEC match
VA-4,"LEON BENJAMIN, SR",REPUBLICAN,R,85503,LEON BENJAMIN,,,,,,No exact FEC match
VA-4,A DONALD MCEACHIN,DEMOCRAT,D,159044,A DONALD MCEACHIN,,,,,,No exact FEC match
VA-5,BOB GOOD,REPUBLICAN,R,177191,BOB GOOD,,,,,,No exact FEC match
VA-5,JOSHUA M THRONEBURG,DEMOCRAT,D,129996,JOSHUA M THRONEBURG,,,,,,No exact FEC match
VA-6,BEN CLINE,REPUBLICAN,R,173352,BEN CLINE,,,,,,No exact FEC match
VA-6,JENNIFER LYNN LEWIS,DEMOCRAT,D,95410,JENNIFER LYNN LEWIS,,,,,,No exact FEC match
VA-7,YESLI I VEGA,REPUBLICAN,R,130586,YESLI I VEGA,,,,,,No exact FEC match
VA-7,ABIGAIL DAVIS SPANBERGER,DEMOCRAT,D,143357,ABIGAIL DAVIS SPANBERGER,,,,,,No exact FEC match
VA-8,KARINA A LIPSMAN,REPUBLICAN,R,66589,KARINA A LIPSMAN,,,,,,No exact FEC match
VA-8,"DONALD S BEYER, JR",DEMOCRAT,D,197760,DONALD S BEYER,,,,,,No exact FEC match
VA-9,H MORGAN GRIFFITH,REPUBLICAN,R,182207,H MORGAN GRIFFITH,,,,,,No exact FEC match
VA-9,TAYSHA LEE DEVAUGHAN,DEMOCRAT,D,66027,TAYSHA LEE DEVAUGHAN,,,,,,No exact FEC match
VA-10,HUNG CAO,REPUBLICAN,R,138163,HUNG CAO,,,,,,No exact FEC match
VA-10,JENNIFER WEXTON,DEMOCRAT,D,157405,JENNIFER WEXTON,,,,,,No exact FEC match
VA-11,JAMES G âJIMâ MYLES,REPUBLICAN,R,95634,JAMES G AJIMA MYLES,,,,,,No exact FEC match
VA-11,GERALD E CONNOLLY,DEMOCRAT,D,193190,GERALD E CONNOLLY,,,,,,No exact FEC match
WA-1,VINCENT J CAVELERI,REPUBLICAN,R,104329,VINCENT J CAVELERI,,,,,,No exact FEC match
WA-1,SUZAN K DELBENE,DEMOCRAT,D,181992,SUZAN K DELBENE,,,,,,No exact FEC match
WA-2,DAN MATTHEWS,REPUBLICAN,R,134335,DAN MATTHEWS,,,,,,No exact FEC match
WA-2,RICK LARSEN,DEMOCRAT,D,202980,RICK LARSEN,,,,,,No exact FEC match
WA-3,JOE KENT,REPUBLICAN,R,157685,JOE KENT,,,,,,No exact FEC match
WA-3,MARIE GLUESENKAMP PEREZ,DEMOCRAT,D,160314,MARIE GLUESENKAMP PEREZ,,,,,,No exact FEC match
WA-4,DAN NEWHOUSE,REPUBLICAN,R,150619,DAN NEWHOUSE,,,,,,No exact FEC match
WA-4,DOUG WHITE,DEMOCRAT,D,70710,DOUG WHITE,,,,,,No exact FEC match
WA-5,CATHY MCMORRIS RODGERS,REPUBLICAN,R,188648,CATHY MCMORRIS RODGERS,,,,,,No exact FEC match
WA-5,NATASHA HILL,DEMOCRAT,D,127585,NATASHA HILL,,,,,,No exact FEC match
WA-6,ELIZABETH KREISELMAIER,REPUBLICAN,R,138754,ELIZABETH KREISELMAIER,,,,,,No exact FEC match
WA-6,DEREK KILMER,DEMOCRAT,D,208710,DEREK KILMER,,,,,,No exact FEC match
WA-7,CLIFF MOON,REPUBLICAN,R,49207,CLIFF MOON,,,,,,No exact FEC match
WA-7,PRAMILA JAYAPAL,DEMOCRAT,D,295998,PRAMILA JAYAPAL,,,,,,No exact FEC match
WA-8,MATT LARKIN,REPUBLICAN,R,155976,MATT LARKIN,,,,,,No exact FEC match
WA-8,KIM SCHRIER,DEMOCRAT,D,179003,KIM SCHRIER,,,,,,No exact FEC match
WA-9,DOUG BASLER,REPUBLICAN,R,67631,DOUG BASLER,,,,,,No exact FEC match
WA-9,ADAM SMITH,DEMOCRAT,D,171746,ADAM SMITH,,,,,,No exact FEC match
WA-10,KEITH R SWANK,REPUBLICAN,R,114777,KEITH R SWANK,,,,,,No exact FEC match
WA-10,MARILYN STRICKLAND,DEMOCRAT,D,152544,MARILYN STRICKLAND,,,,,,No exact FEC match
WI-1,BRYAN STEIL,REPUBLICAN,R,162610,BRYAN STEIL,,,,,,No exact FEC match
WI-1,ANN ROE,DEMOCRAT,D,135825,ANN ROE,,,,,,No exact FEC match
WI-2,ERIK OLSEN,REPUBLICAN,R,101890,ERIK OLSEN,,,,,,No exact FEC match
WI-2,MARK POCAN,DEMOCRAT,D,268740,MARK POCAN,,,,,,No exact FEC match
WI-3,DERRICK VAN ORDEN,REPUBLICAN,R,164743,DERRICK VAN ORDEN,,,,,,No exact FEC match
WI-3,BRAD PFAFF,DEMOCRAT,D,152977,BRAD PFAFF,,,,,,No exact FEC match
WI-4,TIM ROGERS,REPUBLICAN,R,57660,TIM ROGERS,,,,,,No exact FEC match
WI-4,GWEN MOORE,DEMOCRAT,D,191955,GWEN MOORE,,,,,,No exact FEC match
WI-5,SCOTT FITZGERALD,REPUBLICAN,R,243741,SCOTT FITZGERALD,,,,,,No exact FEC match
WI-5,MIKE VAN SOMEREN,DEMOCRAT,D,134581,MIKE VAN SOMEREN,,,,,,No exact FEC match
WI-6,GLENN GROTHMAN,REPUBLICAN,R,239231,GLENN GROTHMAN,,,,,,No exact FEC match
WI-7,THOMAS P TIFFANY,REPUBLICAN,R,209224,THOMAS P TIFFANY,,,,,,No exact FEC match
WI-7,RICHARD DICK AUSMAN,DEMOCRAT,D,128877,RICHARD DICK AUSMAN,,,,,,No exact FEC match
WI-8,MIKE GALLAGHER,REPUBLICAN,R,223981,MIKE GALLAGHER,,,,,,No exact FEC match
CT-1,LARRY LAZOR,REPUBLICAN,R,91506,LARRY LAZOR,,,,,,No exact FEC match
CT-1,JOHN B LARSON,DEMOCRAT,D,144873,JOHN B LARSON,,,,,,No exact FEC match
CT-2,MIKE FRANCE,REPUBLICAN,R,114506,MIKE FRANCE,,,,,,No exact FEC match
CT-2,JOE COURTNEY,DEMOCRAT,D,165946,JOE COURTNEY,,,,,,No exact FEC match
CT-3,LESLEY DENARDIS,REPUBLICAN,R,98704,LESLEY DENARDIS,,,,,,No exact FEC match
CT-3,ROSA L DELAURO,DEMOCRAT,D,137924,ROSA L DELAURO,,,,,,No exact FEC match
CT-4,JAYME STEVENSON,REPUBLICAN,R,93329,JAYME STEVENSON,,,,,,No exact FEC match
CT-4,JAMES A HIMES,DEMOCRAT,D,140262,JAMES A HIMES,,,,,,No exact FEC match
CT-5,GEORGE LOGAN,REPUBLICAN,R,123342,GEORGE LOGAN,,,,,,No exact FEC match
CT-5,JAHANA HAYES,DEMOCRAT,D,123818,JAHANA HAYES,,,,,,No exact FEC match
HI-1,CONRAD KRESS,REPUBLICAN,R,51217,CONRAD KRESS,,,,,,No exact FEC match
HI-1,ED CASE,DEMOCRAT,D,143546,ED CASE,,,,,,No exact FEC match
HI-2,JOE AKANA,REPUBLICAN,R,72874,JOE AKANA,,,,,,No exact FEC match
HI-2,JILL N TOKUDA,DEMOCRAT,D,128407,JILL N TOKUDA,,,,,,No exact FEC match
ID-1,RUSS FULCHER,REPUBLICAN,R,222901,RUSS FULCHER,,,,,,No exact FEC match
ID-1,KAYLEE PETERSON,DEMOCRAT,D,82261,KAYLEE PETERSON,,,,,,No exact FEC match
ID-2,MICHAEL K SIMPSON,REPUBLICAN,R,172450,MICHAEL K SIMPSON,,,,,,No exact FEC match
ID-2,WENDY NORMAN,DEMOCRAT,D,98736,WENDY NORMAN,,,,,,No exact FEC match
IN-1,JENNIFER-RUTH GREEN,REPUBLICAN,R,100542,JENNIFER RUTH GREEN,,,,,,No exact FEC match
IN-1,FRANK J MRVAN,DEMOCRAT,D,112656,FRANK J MRVAN,,,,,,No exact FEC match
IN-2,RUDOLPH âRUDYâ YAKYM III,REPUBLICAN,R,125313,RUDOLPH ARUDYA YAKYM,,,,,,No exact FEC match
IN-2,PAUL D STEURY,DEMOCRAT,D,62891,PAUL D STEURY,,,,,,No exact FEC match
IN-3,JIM BANKS,REPUBLICAN,R,131579,JIM BANKS,,,,,,No exact FEC match
IN-3,GARY L SNYDER,DEMOCRAT,D,60577,GARY L SNYDER,,,,,,No exact FEC match
IN-4,JAMES R BAIRD,REPUBLICAN,R,134864,JAMES R BAIRD,,,,,,No exact FEC match
IN-4,ROGER D DAY,DEMOCRAT,D,62834,ROGER D DAY,,,,,,No exact FEC match
IN-5,VICTORIA SPARTZ,REPUBLICAN,R,146575,VICTORIA SPARTZ,,,,,,No exact FEC match
IN-5,JEANNINE LEE LAKE,DEMOCRAT,D,93434,JEANNINE LEE LAKE,,,,,,No exact FEC match
IN-6,GREG PENCE,REPUBLICAN,R,130686,GREG PENCE,,,,,,No exact FEC match
IN-6,CYNTHIA âCINDEâ WIRTH,DEMOCRAT,D,62838,CYNTHIA ACINDEA WIRTH,,,,,,No exact FEC match
IN-7,ANGELA GRABOVSKY,REPUBLICAN,R,53631,ANGELA GRABOVSKY,,,,,,No exact FEC match
IN-7,ANDRÃ CARSON,DEMOCRAT,D,117309,ANDRA CARSON,,,,,,No exact FEC match
IN-8,LARRY BUCSHON,REPUBLICAN,R,141995,LARRY BUCSHON,,,,,,No exact FEC match
IN-8,RAY MCCORMICK,DEMOCRAT,D,68109,RAY MCCORMICK,,,,,,No exact FEC match
IN-9,ERIN HOUCHIN,REPUBLICAN,R,143166,ERIN HOUCHIN,,,,,,No exact FEC match
IN-9,MATTHEW FYFE,DEMOCRAT,D,75700,MATTHEW FYFE,,,,,,No exact FEC match
IA-1,MARIANNETTE MILLER-MEEKS,REPUBLICAN,R,162947,MARIANNETTE MILLER MEEKS,,,,,,No exact FEC match
IA-1,CHRISTINA BOHANNAN,DEMOCRAT,D,142173,CHRISTINA BOHANNAN,,,,,,No exact FEC match
IA-2,ASHLEY HINSON,REPUBLICAN,R,172181,ASHLEY HINSON,,,,,,No exact FEC match
IA-2,LIZ MATHIS,DEMOCRAT,D,145940,LIZ MATHIS,,,,,,No exact FEC match
IA-3,ZACH NUNN,REPUBLICAN,R,156262,ZACH NUNN,,,,,,No exact FEC match
IA-3,CYNTHIA AXNE,DEMOCRAT,D,154117,CYNTHIA AXNE,,,,,,No exact FEC match
IA-4,RANDY FEENSTRA,REPUBLICAN,R,186467,RANDY FEENSTRA,,,,,,No exact FEC match
IA-4,RYAN MELTON,DEMOCRAT,D,84230,RYAN MELTON,,,,,,No exact FEC match
KS-1,TRACEY MANN,REPUBLICAN,R,161333,TRACEY MANN,,,,,,No exact FEC match
KS-1,JAMES âJIMMYâ BEARD,DEMOCRAT,D,77092,JAMES AJIMMYA BEARD,,,,,,No exact FEC match
KS-2,JAKE LATURNER,REPUBLICAN,R,134506,JAKE LATURNER,,,,,,No exact FEC match
KS-2,PATRICK SCHMIDT,DEMOCRAT,D,98852,PATRICK SCHMIDT,,,,,,No exact FEC match
KS-3,AMANDA L ADKINS,REPUBLICAN,R,128839,AMANDA L ADKINS,,,,,,No exact FEC match
KS-3,SHARICE DAVIDS,DEMOCRAT,D,165527,SHARICE DAVIDS,,,,,,No exact FEC match
KS-4,RON ESTES,REPUBLICAN,R,144889,RON ESTES,,,,,,No exact FEC match
KS-4,BOB HERNANDEZ,DEMOCRAT,D,83851,BOB HERNANDEZ,,,,,,No exact FEC match
KY-1,JAMES COMER,REPUBLICAN,R,184157,JAMES COMER,,,,,,No exact FEC match
KY-1,JIMMY C AUSBROOKS,DEMOCRAT,D,61701,JIMMY C AUSBROOKS,,,,,,No exact FEC match
KY-2,BRETT GUTHRIE,REPUBLICAN,R,170487,BRETT GUTHRIE,,,,,,No exact FEC match
KY-2,HANK LINDERMAN,DEMOCRAT,D,66769,HANK LINDERMAN,,,,,,No exact FEC match
KY-3,STUART N RAY,REPUBLICAN,R,98637,STUART N RAY,,,,,,No exact FEC match
KY-3,MORGAN MCGARVEY,DEMOCRAT,D,160920,MORGAN MCGARVEY,,,,,,No exact FEC match
KY-4,THOMAS MASSIE,REPUBLICAN,R,167541,THOMAS MASSIE,,,,,,No exact FEC match
KY-4,MATTHEW LEHMAN,DEMOCRAT,D,79977,MATTHEW LEHMAN,,,,,,No exact FEC match
KY-5,HAROLD ROGERS,REPUBLICAN,R,177712,HAROLD ROGERS,,,,,,No exact FEC match
KY-5,CONOR HALBLEIB,DEMOCRAT,D,38549,CONOR HALBLEIB,,,,,,No exact FEC match
KY-6,ANDY BARR,REPUBLICAN,R,154762,ANDY BARR,,,,,,No exact FEC match
KY-6,GEOFFREY M âGEOFFâ YOUNG,DEMOCRAT,D,83005,GEOFFREY M AGEOFFA YOUNG,,,,,,No exact FEC match
LA-1,STEVE SCALISE,REPUBLICAN,R,177670,STEVE SCALISE,,,,,,No exact FEC match
LA-1,KATIE DARLING,DEMOCRAT,D,61467,KATIE DARLING,,,,,,No exact FEC match
LA-2,âDANâ LUX,REPUBLICAN,R,46927,ADANA LUX,,,,,,No exact FEC match
LA-2,TROY A CARTER,DEMOCRAT,D,158120,TROY A CARTER,,,,,,No exact FEC match
LA-3,CLAY HIGGINS,REPUBLICAN,R,144423,CLAY HIGGINS,,,,,,No exact FEC match
LA-3,HOLDEN HOGGATT,REPUBLICAN,R,24474,HOLDEN HOGGATT,,,,,,No exact FEC match
LA-3,"THOMAS âLANEâ PAYNE, JR",REPUBLICAN,R,4012,THOMAS ALANEA PAYNE,,,,,,No exact FEC match
LA-3,JACOB âJAKEâ SHAHEEN,REPUBLICAN,R,1955,JACOB AJAKEA SHAHEEN,,,,,,No exact FEC match
LA-3,LESSIE OLIVIA LEBLANC,DEMOCRAT,D,23641,LESSIE OLIVIA LEBLANC,,,,,,No exact FEC match
LA-3,TIA LEBRUN,DEMOCRAT,D,21172,TIA LEBRUN,,,,,,No exact FEC match
LA-4,MIKE JOHNSON,REPUBLICAN,R,1,MIKE JOHNSON,,,,,,No exact FEC match
LA-5,JULIA LETLOW,REPUBLICAN,R,151080,JULIA LETLOW,,,,,,No exact FEC match
LA-5,ALLEN GUILLORY,REPUBLICAN,R,12159,ALLEN GUILLORY,,,,,,No exact FEC match
LA-5,HUNTER PULLEN,REPUBLICAN,R,5782,HUNTER PULLEN,,,,,,No exact FEC match
LA-5,OSCAR âOMARâ DANTZLER,DEMOCRAT,D,35149,OSCAR AOMARA DANTZLER,,,,,,No exact FEC match
LA-5,WALTER EARL HUFF,DEMOCRAT,D,19383,WALTER EARL HUFF,,,,,,No exact FEC match
LA-6,GARRET GRAVES,REPUBLICAN,R,189684,GARRET GRAVES,,,,,,No exact FEC match
LA-6,BRIAN BELZER,REPUBLICAN,R,15535,BRIAN BELZER,,,,,,No exact FEC match
ME-1,EDWIN THELANDER,REPUBLICAN,R,129263,EDWIN THELANDER,,,,,,No exact FEC match
ME-1,CHELLIE PINGREE,DEMOCRAT,D,219753,CHELLIE PINGREE,,,,,,No exact FEC match
ME-2,BRUCE POLIQUIN,REPUBLICAN,R,146142,BRUCE POLIQUIN,,,,,,No exact FEC match
ME-2,JARED F GOLDEN,DEMOCRAT,D,165136,JARED F GOLDEN,,,,,,No exact FEC match
MS-1,TRENT KELLY,REPUBLICAN,R,122151,TRENT KELLY,,,,,,No exact FEC match
MS-1,DIANNE BLACK,DEMOCRAT,D,45238,DIANNE BLACK,,,,,,No exact FEC match
MS-2,BRIAN FLOWERS,REPUBLICAN,R,71884,BRIAN FLOWERS,,,,,,No exact FEC match
MS-2,BENNIE G THOMPSON,DEMOCRAT,D,108285,BENNIE G THOMPSON,,,,,,No exact FEC match
MS-3,MICHAEL GUEST,REPUBLICAN,R,132481,MICHAEL GUEST,,,,,,No exact FEC match
MS-3,SHUWASKI A YOUNG,DEMOCRAT,D,54803,SHUWASKI A YOUNG,,,,,,No exact FEC match
MS-4,MIKE EZELL,REPUBLICAN,R,127813,MIKE EZELL,,,,,,No exact FEC match
MS-4,JOHNNY L DUPREE,DEMOCRAT,D,42876,JOHNNY L DUPREE,,,,,,No exact FEC match
MO-1,ANDREW JONES,REPUBLICAN,R,53767,ANDREW JONES,,,,,,No exact FEC match
MO-1,CORI BUSH,DEMOCRAT,D,160999,CORI BUSH,,,,,,No exact FEC match
MO-2,ANN WAGNER,REPUBLICAN,R,173277,ANN WAGNER,,,,,,No exact FEC match
MO-2,TRISH GUNBY,DEMOCRAT,D,135895,TRISH GUNBY,,,,,,No exact FEC match
MO-3,BLAINE LUETKEMEYER,REPUBLICAN,R,180746,BLAINE LUETKEMEYER,,,,,,No exact FEC match
MO-3,BETHANY MANN,DEMOCRAT,D,96851,BETHANY MANN,,,,,,No exact FEC match
MO-4,MARK ALFORD,REPUBLICAN,R,181890,MARK ALFORD,,,,,,No exact FEC match
MO-4,JACK TRUMAN,DEMOCRAT,D,67069,JACK TRUMAN,,,,,,No exact FEC match
MO-5,JACOB TURK,REPUBLICAN,R,84008,JACOB TURK,,,,,,No exact FEC match
MO-5,EMANUEL CLEAVER,DEMOCRAT,D,140688,EMANUEL CLEAVER,,,,,,No exact FEC match
MO-6,SAM GRAVES,REPUBLICAN,R,184865,SAM GRAVES,,,,,,No exact FEC match
MO-6,HENRY MARTIN,DEMOCRAT,D,72253,HENRY MARTIN,,,,,,No exact FEC match
MO-7,ERIC BURLISON,REPUBLICAN,R,178592,ERIC BURLISON,,,,,,No exact FEC match
MO-7,KRISTEN RADAKER-SHEAFER,DEMOCRAT,D,67485,KRISTEN RADAKER SHEAFER,,,,,,No exact FEC match
MO-8,JASON SMITH,REPUBLICAN,R,186472,JASON SMITH,,,,,,No exact FEC match
MO-8,RANDI MCCALLIAN,DEMOCRAT,D,53738,RANDI MCCALLIAN,,,,,,No exact FEC match
MT-1,RYAN K ZINKE,REPUBLICAN,R,123102,RYAN K ZINKE,,,,,,No exact FEC match
MT-1,MONICA TRANEL,DEMOCRAT,D,115265,MONICA TRANEL,,,,,,No exact FEC match
MT-2,"MATTHEW M ROSENDALE, SR",REPUBLICAN,R,121979,MATTHEW M ROSENDALE,,,,,,No exact FEC match
MT-2,PENNY RONNING,DEMOCRAT,D,43480,PENNY RONNING,,,,,,No exact FEC match
NE-1,MIKE FLOOD,REPUBLICAN,R,129236,MIKE FLOOD,,,,,,No exact FEC match
NE-1,PATTY PANSING BROOKS,DEMOCRAT,D,93929,PATTY PANSING BROOKS,,,,,,No exact FEC match
NE-2,DON BACON,REPUBLICAN,R,112663,DON BACON,,,,,,No exact FEC match
NE-2,TONY VARGAS,DEMOCRAT,D,106807,TONY VARGAS,,,,,,No exact FEC match
NE-3,ADRIAN SMITH,REPUBLICAN,R,172700,ADRIAN SMITH,,,,,,No exact FEC match
NE-3,DAVID J ELSE,DEMOCRAT,D,34836,DAVID J ELSE,,,,,,No exact FEC match
NV-1,MARK ROBERTSON,REPUBLICAN,R,103115,MARK ROBERTSON,,,,,,No exact FEC match
NV-1,DINA TITUS,DEMOCRAT,D,115700,DINA TITUS,,,,,,No exact FEC match
NV-2,MARK E AMODEI,REPUBLICAN,R,185467,MARK E AMODEI,,,,,,No exact FEC match
NV-2,ELIZABETH MERCEDES KRAUSE,DEMOCRAT,D,117371,ELIZABETH MERCEDES KRAUSE,,,,,,No exact FEC match
NV-3,APRIL BECKER,REPUBLICAN,R,121083,APRIL BECKER,,,,,,No exact FEC match
