race_id,candidate,party,party_code,candidatevotes,candidate_norm,candidate_id,candidate_name,incumbent_challenger_status,candidate_status,fec_key_count,match_status
IL-6,SEAN CASTEN,DEMOCRAT,D,150496,SEAN CASTEN,,,,,,No exact FEC match
IL-7,DANNY K DAVIS,DEMOCRAT,D,167650,DANNY K DAVIS,,,,,,No exact FEC match
IL-8,CHRIS DARGIS,REPUBLICAN,R,89335,CHRIS DARGIS,,,,,,No exact FEC match
IL-8,RAJA KRISHNAMOORTHI,DEMOCRAT,D,117880,RAJA KRISHNAMOORTHI,,,,,,No exact FEC match
IL-9,MAXWELL âMAXâ RICE,REPUBLICAN,R,70915,MAXWELL AMAXA RICE,,,,,,No exact FEC match
IL-9,JANICE D SCHAKOWSKY,DEMOCRAT,D,179615,JANICE D SCHAKOWSKY,,,,,,No exact FEC match
IL-10,JOSEPH SEVERINO,REPUBLICAN,R,89599,JOSEPH SEVERINO,,,,,,No exact FEC match
IL-10,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,D,152566,BRADLEY SCOTT SCHNEIDER,,,,,,No exact FEC match
IL-11,CATALINA LAUF,REPUBLICAN,R,115069,CATALINA LAUF,,,,,,No exact FEC match
IL-11,BILL FOSTER,DEMOCRAT,D,149172,BILL FOSTER,,,,,,No exact FEC match
IL-12,MIKE BOST,REPUBLICAN,R,218379,MIKE BOST,,,,,,No exact FEC match
IL-12,HOMER âCHIPâ MARKEL,DEMOCRAT,D,72791,HOMER ACHIPA MARKEL,,,,,,No exact FEC match
IL-13,REGAN DEERING,REPUBLICAN,R,108646,REGAN DEERING,,,,,,No exact FEC match
IL-13,NIKKI BUDZINSKI,DEMOCRAT,D,141788,NIKKI BUDZINSKI,,,,,,No exact FEC match
IL-14,SCOTT R GRYDER,REPUBLICAN,R,108451,SCOTT R GRYDER,,,,,,No exact FEC match
IL-14,LAUREN UNDERWOOD,DEMOCRAT,D,128141,LAUREN UNDERWOOD,,,,,,No exact FEC match
IL-15,MARY E MILLER,REPUBLICAN,R,213007,MARY E MILLER,,,,,,No exact FEC match
IL-15,PAUL J LANGE,DEMOCRAT,D,86396,PAUL J LANGE,,,,,,No exact FEC match
IL-16,DARIN LAHOOD,REPUBLICAN,R,197621,DARIN LAHOOD,,,,,,No exact FEC match
IL-16,ELIZABETH âLISAâ HADERLEIN,DEMOCRAT,D,100325,ELIZABETH ALISAA HADERLEIN,,,,,,No exact FEC match
IL-17,ESTHER JOY KING,REPUBLICAN,R,111931,ESTHER JOY KING,,,,,,No exact FEC match
IL-17,ERIC SORENSEN,DEMOCRAT,D,121186,ERIC SORENSEN,,,,,,No exact FEC match
MD-1,ANDY HARRIS,REPUBLICAN,R,159673,ANDY HARRIS,,,,,,No exact FEC match
MD-1,HEATHER R MIZEUR,DEMOCRAT,D,126511,HEATHER R MIZEUR,,,,,,No exact FEC match
MD-2,NICOLEE AMBROSE,REPUBLICAN,R,109075,NICOLEE AMBROSE,,,,,,No exact FEC match
MD-2,C A DUTCH RUPPERSBERGER,DEMOCRAT,D,158998,C A DUTCH RUPPERSBERGER,,,,,,No exact FEC match
MD-3,YURIPZY MORGAN,REPUBLICAN,R,115801,YURIPZY MORGAN,,,,,,No exact FEC match
MD-3,JOHN P SARBANES,DEMOCRAT,D,175514,JOHN P SARBANES,,,,,,No exact FEC match
MD-4,JEFF WARNER,REPUBLICAN,R,15441,JEFF WARNER,,,,,,No exact FEC match
MD-4,GLENN F IVEY,DEMOCRAT,D,144168,GLENN F IVEY,,,,,,No exact FEC match
MD-5,CHRIS PALOMBI,REPUBLICAN,R,94000,CHRIS PALOMBI,,,,,,No exact FEC match
MD-5,STENY H HOYER,DEMOCRAT,D,182478,STENY H HOYER,,,,,,No exact FEC match
MD-6,NEIL C PARROTT,REPUBLICAN,R,115771,NEIL C PARROTT,,,,,,No exact FEC match
MD-6,DAVID J TRONE,DEMOCRAT,D,140295,DAVID J TRONE,,,,,,No exact FEC match
MD-7,SCOTT M COLLIER,REPUBLICAN,R,32737,SCOTT M COLLIER,,,,,,No exact FEC match
MD-7,KWEISI MFUME,DEMOCRAT,D,151640,KWEISI MFUME,,,,,,No exact FEC match
MD-8,GREGORY THOMAS COLL,REPUBLICAN,R,47965,GREGORY THOMAS COLL,,,,,,No exact FEC match
MD-8,JAMIE RASKIN,DEMOCRAT,D,211842,JAMIE RASKIN,,,,,,No exact FEC match
MA-1,DEAN JAMES MARTILLI,REPUBLICAN,R,98386,DEAN JAMES MARTILLI,,,,,,No exact FEC match
MA-1,RICHARD E NEAL,DEMOCRAT,D,157635,RICHARD E NEAL,,,,,,No exact FEC match
MA-2,JEFFREY A SOSSA-PAQUETTE,REPUBLICAN,R,91956,JEFFREY A SOSSA PAQUETTE,,,,,,No exact FEC match
MA-2,JAMES P MCGOVERN,DEMOCRAT,D,180639,JAMES P MCGOVERN,,,,,,No exact FEC match
MA-3,DEAN A TRAN,REPUBLICAN,R,88585,DEAN A TRAN,,,,,,No exact FEC match
MA-3,LORI TRAHAN,DEMOCRAT,D,154496,LORI TRAHAN,,,,,,No exact FEC match
MA-4,JAKE AUCHINCLOSS,DEMOCRAT,D,201882,JAKE AUCHINCLOSS,,,,,,No exact FEC match
MA-5,CAROLINE COLARUSSO,REPUBLICAN,R,71491,CAROLINE COLARUSSO,,,,,,No exact FEC match
MA-5,KATHERINE M CLARK,DEMOCRAT,D,203994,KATHERINE M CLARK,,,,,,No exact FEC match
MA-6,BOB MAY,REPUBLICAN,R,110770,BOB MAY,,,,,,No exact FEC match
MA-6,SETH MOULTON,DEMOCRAT,D,198119,SETH MOULTON,,,,,,No exact FEC match
MA-7,"DONNIE DIONICIO PALMER, JR",REPUBLICAN,R,27129,DONNIE DIONICIO PALMER,,,,,,No exact FEC match
MA-7,AYANNA PRESSLEY,DEMOCRAT,D,151825,AYANNA PRESSLEY,,,,,,No exact FEC match
MA-8,ROBERT G BURKE,REPUBLICAN,R,82126,ROBERT G BURKE,,,,,,No exact FEC match
MA-8,STEPHEN F LYNCH,DEMOCRAT,D,189987,STEPHEN F LYNCH,,,,,,No exact FEC match
MA-9,JESSE G BROWN,REPUBLICAN,R,136347,JESSE G BROWN,,,,,,No exact FEC match
MA-9,WILLIAM R KEATING,DEMOCRAT,D,197823,WILLIAM R KEATING,,,,,,No exact FEC match
MI-1,JACK BERGMAN,REPUBLICAN,R,233094,JACK BERGMAN,,,,,,No exact FEC match
MI-1,BOB LORINSER,DEMOCRAT,D,145403,BOB LORINSER,,,,,,No exact FEC match
MI-2,JOHN R MOOLENAAR,REPUBLICAN,R,216222,JOHN R MOOLENAAR,,,,,,No exact FEC match
MI-2,JERRY HILLIARD,DEMOCRAT,D,116452,JERRY HILLIARD,,,,,,No exact FEC match
MI-3,JOHN GIBBS,REPUBLICAN,R,142229,JOHN GIBBS,,,,,,No exact FEC match
MI-3,HILLARY SCHOLTEN,DEMOCRAT,D,185989,HILLARY SCHOLTEN,,,,,,No exact FEC match
MI-4,BILL HUIZENGA,REPUBLICAN,R,183936,BILL HUIZENGA,,,,,,No exact FEC match
MI-4,JOSEPH ALFONSO,DEMOCRAT,D,143690,JOSEPH ALFONSO,,,,,,No exact FEC match
MI-5,TIM WALBERG,REPUBLICAN,R,198020,TIM WALBERG,,,,,,No exact FEC match
MI-5,BART GOLDBERG,DEMOCRAT,D,110946,BART GOLDBERG,,,,,,No exact FEC match
MI-6,WHITTNEY WILLIAMS,REPUBLICAN,R,125167,WHITTNEY WILLIAMS,,,,,,No exact FEC match
MI-6,DEBBIE DINGELL,DEMOCRAT,D,241759,DEBBIE DINGELL,,,,,,No exact FEC match
MI-7,TOM BARRETT,REPUBLICAN,R,172624,TOM BARRETT,,,,,,No exact FEC match
MI-7,ELISSA SLOTKIN,DEMOCRAT,D,192809,ELISSA SLOTKIN,,,,,,No exact FEC match
MI-8,PAUL JUNGE,REPUBLICAN,R,143850,PAUL JUNGE,,,,,,No exact FEC match
MI-8,DANIEL T KILDEE,DEMOCRAT,D,178322,DANIEL T KILDEE,,,,,,No exact FEC match
MI-9,LISA MCCLAIN,REPUBLICAN,R,238300,LISA MCCLAIN,,,,,,No exact FEC match
MI-9,BRIAN JAYE,DEMOCRAT,D,123702,BRIAN JAYE,,,,,,No exact FEC match
MI-10,JOHN JAMES,REPUBLICAN,R,159202,JOHN JAMES,,,,,,No exact FEC match
MI-10,CARL J MARLINGA,DEMOCRAT,D,157602,CARL J MARLINGA,,,,,,No exact FEC match
MI-11,MARK AMBROSE,REPUBLICAN,R,141642,MARK AMBROSE,,,,,,No exact FEC match
MI-11,HALEY M STEVENS,DEMOCRAT,D,224537,HALEY M STEVENS,,,,,,No exact FEC match
MI-12,STEVEN ELLIOTT,REPUBLICAN,R,72888,STEVEN ELLIOTT,,,,,,No exact FEC match
MI-12,RASHIDA TLAIB,DEMOCRAT,D,196643,RASHIDA TLAIB,,,,,,No exact FEC match
MI-13,MARTELL D BIVINGS,REPUBLICAN,R,56187,MARTELL D BIVINGS,,,,,,No exact FEC match
MI-13,SHRI THANEDAR,DEMOCRAT,D,166650,SHRI THANEDAR,,,,,,No exact FEC match
MN-1,BRAD FINSTAD,REPUBLICAN,R,159621,BRAD FINSTAD,,,,,,No exact FEC match
MN-1,JEFF ETTINGER,DEMOCRATIC-FARMER-LABOR,D,125457,JEFF ETTINGER,,,,,,No exact FEC match
MN-2,TYLER KISTNER,REPUBLICAN,R,148576,TYLER KISTNER,,,,,,No exact FEC match
MN-2,ANGIE CRAIG,DEMOCRAT,D,165583,ANGIE CRAIG,,,,,,No exact FEC match
MN-3,TOM WEILER,REPUBLICAN,R,134797,TOM WEILER,,,,,,No exact FEC match
MN-3,DEAN PHILLIPS,DEMOCRAT,D,198883,DEAN PHILLIPS,,,,,,No exact FEC match
MN-4,MAY LOR XIONG,REPUBLICAN,R,95493,MAY LOR XIONG,,,,,,No exact FEC match
MN-4,BETTY MCCOLLUM,DEMOCRAT,D,200055,BETTY MCCOLLUM,,,,,,No exact FEC match
MN-5,CICELY DAVIS,REPUBLICAN,R,70702,CICELY DAVIS,,,,,,No exact FEC match
MN-5,ILHAN OMAR,DEMOCRAT,D,214224,ILHAN OMAR,,,,,,No exact FEC match
MN-6,TOM EMMER,REPUBLICAN,R,198145,TOM EMMER,,,,,,No exact FEC match
MN-6,JEANNE HENDRICKS,DEMOCRATIC-FARMER-LABOR,D,120852,JEANNE HENDRICKS,,,,,,No exact FEC match
MN-7,MICHELLE FISCHBACH,REPUBLICAN,R,204766,MICHELLE FISCHBACH,,,,,,No exact FEC match
MN-7,JILL ABAHSAIN,DEMOCRATIC-FARMER-LABOR,D,84455,JILL ABAHSAIN,,,,,,No exact FEC match
MN-8,PETE STAUBER,REPUBLICAN,R,188755,PETE STAUBER,,,,,,No exact FEC match
MN-8,JEN SCHULTZ,DEMOCRATIC-FARMER-LABOR,D,141009,JEN SCHULTZ,,,,,,No exact FEC match
NJ-1,CLAIRE GUSTAFSON,REPUBLICAN,R,78794,CLAIRE GUSTAFSON,,,,,,No exact FEC match
NJ-1,DONALD NORCROSS,DEMOCRAT,D,139559,DONALD NORCROSS,,,,,,No exact FEC match
NJ-2,JEFFERSON VAN DREW,REPUBLICAN,R,139217,JEFFERSON VAN DREW,,,,,,No exact FEC match
NJ-2,TIM ALEXANDER,DEMOCRAT,D,94522,TIM ALEXANDER,,,,,,No exact FEC match
NJ-3,BOB HEALEY,REPUBLICAN,R,118415,BOB HEALEY,,,,,,No exact FEC match
NJ-3,ANDY KIM,DEMOCRAT,D,150498,ANDY KIM,,,,,,No exact FEC match
NJ-4,CHRISTOPHER H SMITH,REPUBLICAN,R,173288,CHRISTOPHER H SMITH,,,,,,No exact FEC match
NJ-4,MATTHEW JENKINS,DEMOCRAT,D,81233,MATTHEW JENKINS,,,,,,No exact FEC match
NJ-5,FRANK T PALLOTTA,REPUBLICAN,R,117873,FRANK T PALLOTTA,,,,,,No exact FEC match
NJ-5,JOSH GOTTHEIMER,DEMOCRAT,D,145559,JOSH GOTTHEIMER,,,,,,No exact FEC match
NJ-6,SUSAN M KILEY,REPUBLICAN,R,75839,SUSAN M KILEY,,,,,,No exact FEC match
NJ-6,"FRANK PALLONE, JR",DEMOCRAT,D,106238,FRANK PALLONE,,,,,,No exact FEC match
NJ-7,"THOMAS H KEAN, JR",REPUBLICAN,R,159392,THOMAS H KEAN,,,,,,No exact FEC match
NJ-7,TOM MALINOWSKI,DEMOCRAT,D,150701,TOM MALINOWSKI,,,,,,No exact FEC match
NJ-8,MARCOS ARROYO,REPUBLICAN,R,24957,MARCOS ARROYO,,,,,,No exact FEC match
NJ-8,ROBERT J MENENDEZ,DEMOCRAT,D,78382,ROBERT J MENENDEZ,,,,,,No exact FEC match
NJ-9,BILLY PREMPEH,REPUBLICAN,R,65365,BILLY PREMPEH,,,,,,No exact FEC match
NJ-9,"BILL PASCRELL, JR",DEMOCRAT,D,82457,BILL PASCRELL,,,,,,No exact FEC match
NJ-10,DAVID H PINCKNEY,REPUBLICAN,R,25993,DAVID H PINCKNEY,,,,,,No exact FEC match
NJ-10,"DONALD M PAYNE, JR",DEMOCRAT,D,100710,DONALD M PAYNE,,,,,,No exact FEC match
NJ-11,PAUL DEGROOT,REPUBLICAN,R,109952,PAUL DEGROOT,,,,,,No exact FEC match
NJ-11,MIKIE SHERRILL,DEMOCRAT,D,161436,MIKIE SHERRILL,,,,,,No exact FEC match
NJ-12,DARIUS MAYFIELD,REPUBLICAN,R,71175,DARIUS MAYFIELD,,,,,,No exact FEC match
NJ-12,BONNIE WATSON COLEMAN,DEMOCRAT,D,125127,BONNIE WATSON COLEMAN,,,,,,No exact FEC match
NY-1,NICHOLAS J LALOTA,REPUBLICAN,R,154046,NICHOLAS J LALOTA,,,,,,No exact FEC match
NY-1,BRIDGET FLEMING,DEMOCRAT,D,135170,BRIDGET FLEMING,,,,,,No exact FEC match
NY-2,ANDREW R GARBARINO,REPUBLICAN,R,130798,ANDREW R GARBARINO,,,,,,No exact FEC match
NY-2,JACKIE GORDON,DEMOCRAT,D,93299,JACKIE GORDON,,,,,,No exact FEC match
NY-3,GEORGE A D SANTOS,REPUBLICAN,R,133859,GEORGE A D SANTOS,,,,,,No exact FEC match
NY-3,ROBERT P ZIMMERMAN,DEMOCRAT,D,120045,ROBERT P ZIMMERMAN,,,,,,No exact FEC match
NY-4,ANTHONY P DâESPOSITO,REPUBLICAN,R,129353,ANTHONY P DAESPOSITO,,,,,,No exact FEC match
NY-4,LAURA A GILLEN,DEMOCRAT,D,130871,LAURA A GILLEN,,,,,,No exact FEC match
NY-5,PAUL KING,REPUBLICAN,R,31405,PAUL KING,,,,,,No exact FEC match
NY-5,GREGORY W MEEKS,DEMOCRAT,D,104396,GREGORY W MEEKS,,,,,,No exact FEC match
NY-6,THOMAS J ZMICH,REPUBLICAN,R,44264,THOMAS J ZMICH,,,,,,No exact FEC match
NY-6,GRACE MENG,DEMOCRAT,D,85049,GRACE MENG,,,,,,No exact FEC match
NY-7,JUAN PAGAN,REPUBLICAN,R,26351,JUAN PAGAN,,,,,,No exact FEC match
NY-7,NYDIA M VELÃZQUEZ,DEMOCRAT,D,95645,NYDIA M VELAZQUEZ,,,,,,No exact FEC match
NY-8,YURI DASHEVSKY,REPUBLICAN,R,36776,YURI DASHEVSKY,,,,,,No exact FEC match
NY-8,HAKEEM S JEFFRIES,DEMOCRAT,D,99079,HAKEEM S JEFFRIES,,,,,,No exact FEC match
NY-9,YVETTE D CLARKE,DEMOCRAT,D,99771,YVETTE D CLARKE,,,,,,No exact FEC match
NY-10,BENINE A HAMDAN,REPUBLICAN,R,26711,BENINE A HAMDAN,,,,,,No exact FEC match
NY-10,DANIEL GOLDMAN,DEMOCRAT,D,160582,DANIEL GOLDMAN,,,,,,No exact FEC match
NY-11,NICOLE MALLIOTAKIS,REPUBLICAN,R,107989,NICOLE MALLIOTAKIS,,,,,,No exact FEC match
NY-11,MAX N ROSE,DEMOCRAT,D,71801,MAX N ROSE,,,,,,No exact FEC match
NY-12,MICHAEL K ZUMBLUSKAS,REPUBLICAN,R,40994,MICHAEL K ZUMBLUSKAS,,,,,,No exact FEC match
NY-12,JERROLD NADLER,DEMOCRAT,D,184872,JERROLD NADLER,,,,,,No exact FEC match
NY-13,ADRIANO ESPAILLAT,DEMOCRAT,D,116589,ADRIANO ESPAILLAT,,,,,,No exact FEC match
NY-14,TINA FORTE,REPUBLICAN,R,31935,TINA FORTE,,,,,,No exact FEC match
NY-14,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT,D,74050,ALEXANDRIA OCASIO CORTEZ,,,,,,No exact FEC match
NY-15,STYLO A SAPASKIS,REPUBLICAN,R,15882,STYLO A SAPASKIS,,,,,,No exact FEC match
NY-15,RITCHIE TORRES,DEMOCRAT,D,76406,RITCHIE TORRES,,,,,,No exact FEC match
NY-16,MIRIAM L FLISSER,REPUBLICAN,R,74156,MIRIAM L FLISSER,,,,,,No exact FEC match
NY-16,JAMAAL BOWMAN,DEMOCRAT,D,127024,JAMAAL BOWMAN,,,,,,No exact FEC match
NY-17,MICHAEL V LAWLER,REPUBLICAN,R,125738,MICHAEL V LAWLER,,,,,,No exact FEC match
NY-17,SEAN PATRICK MALONEY,DEMOCRAT,D,133457,SEAN PATRICK MALONEY,,,,,,No exact FEC match
NY-18,COLIN J SCHMITT,REPUBLICAN,R,116972,COLIN J SCHMITT,,,,,,No exact FEC match
NY-18,PATRICK RYAN,DEMOCRAT,D,123168,PATRICK RYAN,,,,,,No exact FEC match
NY-19,MARCUS MOLINARO,REPUBLICAN,R,129960,MARCUS MOLINARO,,,,,,No exact FEC match
NY-19,JOSH RILEY,DEMOCRAT,D,124396,JOSH RILEY,,,,,,No exact FEC match
NY-20,ELIZABETH L JOY,REPUBLICAN,R,110903,ELIZABETH L JOY,,,,,,No exact FEC match
NY-20,PAUL TONKO,DEMOCRAT,D,145928,PAUL TONKO,,,,,,No exact FEC match
NY-21,ELISE M STEFANIK,REPUBLICAN,R,150595,ELISE M STEFANIK,,,,,,No exact FEC match
NY-21,MATT CASTELLI,DEMOCRAT,D,112645,MATT CASTELLI,,,,,,No exact FEC match
NY-22,BRANDON M WILLIAMS,REPUBLICAN,R,116529,BRANDON M WILLIAMS,,,,,,No exact FEC match
NY-22,FRANCIS CONOLE,DEMOCRAT,D,132913,FRANCIS CONOLE,,,,,,No exact FEC match
NY-23,NICK LANGWORTHY,REPUBLICAN,R,163000,NICK LANGWORTHY,,,,,,No exact FEC match
NY-23,MAX H DELLA PIA,DEMOCRAT,D,104114,MAX H DELLA PIA,,,,,,No exact FEC match
NY-24,CLAUDIA TENNEY,REPUBLICAN,R,156347,CLAUDIA TENNEY,,,,,,No exact FEC match
NY-24,STEVEN HOLDEN,DEMOCRAT,D,95028,STEVEN HOLDEN,,,,,,No exact FEC match
NY-25,LAâRON D SINGLETARY,REPUBLICAN,R,108010,LAARON D SINGLETARY,,,,,,No exact FEC match
NY-25,JOSEPH D MORELLE,DEMOCRAT,D,139875,JOSEPH D MORELLE,,,,,,No exact FEC match
NY-26,STEVEN L SAMS II,REPUBLICAN,R,70547,STEVEN L SAMS,,,,,,No exact FEC match
NY-26,BRIAN HIGGINS,DEMOCRAT,D,141942,BRIAN HIGGINS,,,,,,No exact FEC match
NC-1,SANDY SMITH,REPUBLICAN,R,122780,SANDY SMITH,,,,,,No exact FEC match
NC-1,DON DAVIS,DEMOCRAT,D,134996,DON DAVIS,,,,,,No exact FEC match
NC-2,CHRISTINE E VILLAVERDE,REPUBLICAN,R,104155,CHRISTINE E VILLAVERDE,,,,,,No exact FEC match
NC-2,DEBORAH K ROSS,DEMOCRAT,D,190714,DEBORAH K ROSS,,,,,,No exact FEC match
NC-3,GREGORY F MURPHY,REPUBLICAN,R,166520,GREGORY F MURPHY,,,,,,No exact FEC match
NC-3,BARBARA D GASKINS,DEMOCRAT,D,82378,BARBARA D GASKINS,,,,,,No exact FEC match
NC-4,COURTNEY GEELS,REPUBLICAN,R,96442,COURTNEY GEELS,,,,,,No exact FEC match
NC-4,VALERIE P FOUSHEE,DEMOCRAT,D,194983,VALERIE P FOUSHEE,,,,,,No exact FEC match
NC-5,VIRGINIA FOXX,REPUBLICAN,R,175279,VIRGINIA FOXX,,,,,,No exact FEC match
NC-5,KYLE PARRISH,DEMOCRAT,D,102269,KYLE PARRISH,,,,,,No exact FEC match
NC-6,CHRISTIAN CASTELLI,REPUBLICAN,R,116635,CHRISTIAN CASTELLI,,,,,,No exact FEC match
NC-6,KATHY E MANNING,DEMOCRAT,D,139553,KATHY E MANNING,,,,,,No exact FEC match
NC-7,DAVID ROUZER,REPUBLICAN,R,164047,DAVID ROUZER,,,,,,No exact FEC match
NC-7,CHARLES GRAHAM,DEMOCRAT,D,120222,CHARLES GRAHAM,,,,,,No exact FEC match
NC-8,DAN BISHOP,REPUBLICAN,R,183998,DAN BISHOP,,,,,,No exact FEC match
NC-8,SCOTT HUFFMAN,DEMOCRAT,D,79192,SCOTT HUFFMAN,,,,,,No exact FEC match
NC-9,RICHARD HUDSON,REPUBLICAN,R,131453,RICHARD HUDSON,,,,,,No exact FEC match
NC-9,BEN CLARK,DEMOCRAT,D,101202,BEN CLARK,,,,,,No exact FEC match
NC-10,PATRICK T MCHENRY,REPUBLICAN,R,194681,PATRICK T MCHENRY,,,,,,No exact FEC match
NC-10,PAM GENANT,DEMOCRAT,D,73174,PAM GENANT,,,,,,No exact FEC match
NC-11,CHUCK EDWARDS,REPUBLICAN,R,174232,CHUCK EDWARDS,,,,,,No exact FEC match
NC-11,JASMINE BEACH-FERRARA,DEMOCRAT,D,144165,JASMINE BEACH FERRARA,,,,,,No exact FEC match
NC-12,TYLER LEE,REPUBLICAN,R,83414,TYLER LEE,,,,,,No exact FEC match
NC-12,ALMA S ADAMS,DEMOCRAT,D,140494,ALMA S ADAMS,,,,,,No exact FEC match
NC-13,BO HINES,REPUBLICAN,R,134256,BO HINES,,,,,,No exact FEC match
NC-13,WILEY NICKEL,DEMOCRAT,D,143090,WILEY NICKEL,,,,,,No exact FEC match
NC-14,PAT HARRIGAN,REPUBLICAN,R,109014,PAT HARRIGAN,,,,,,No exact FEC match
NC-14,JEFF JACKSON,DEMOCRAT,D,148738,JEFF JACKSON,,,,,,No exact FEC match
PA-1,BRIAN K FITZPATRICK,REPUBLICAN,R,201571,BRIAN K FITZPATRICK,,,,,,No exact FEC match
PA-1,ASHLEY EHASZ,DEMOCRAT,D,165809,ASHLEY EHASZ,,,,,,No exact FEC match
PA-2,AARON BASHIR,REPUBLICAN,R,45454,AARON BASHIR,,,,,,No exact FEC match
PA-2,BRENDAN F BOYLE,DEMOCRAT,D,141229,BRENDAN F BOYLE,,,,,,No exact FEC match
PA-3,DWIGHT EVANS,DEMOCRAT,D,251115,DWIGHT EVANS,,,,,,No exact FEC match
PA-4,CHRISTIAN NASCIMENTO,REPUBLICAN,R,141986,CHRISTIAN NASCIMENTO,,,,,,No exact FEC match
PA-4,MADELEINE DEAN,DEMOCRAT,D,224799,MADELEINE DEAN,,,,,,No exact FEC match
PA-5,DAVID GALLUCH,REPUBLICAN,R,110058,DAVID GALLUCH,,,,,,No exact FEC match
PA-5,MARY GAY SCANLON,DEMOCRAT,D,205128,MARY GAY SCANLON,,,,,,No exact FEC match
PA-6,GUY CIARROCCHI,REPUBLICAN,R,136097,GUY CIARROCCHI,,,,,,No exact FEC match
PA-6,CHRISSY HOULAHAN,DEMOCRAT,D,190386,CHRISSY HOULAHAN,,,,,,No exact FEC match
PA-7,LISA SCHELLER,REPUBLICAN,R,145527,LISA SCHELLER,,,,,,No exact FEC match
PA-7,SUSAN WILD,DEMOCRAT,D,151364,SUSAN WILD,,,,,,No exact FEC match
PA-8,JIM BOGNET,REPUBLICAN,R,139930,JIM BOGNET,,,,,,No exact FEC match
PA-8,MATT CARTWRIGHT,DEMOCRAT,D,146956,MATT CARTWRIGHT,,,,,,No exact FEC match
PA-9,DANIEL MEUSER,REPUBLICAN,R,209185,DANIEL MEUSER,,,,,,No exact FEC match
PA-9,AMANDA R WALDMAN,DEMOCRAT,D,92622,AMANDA R WALDMAN,,,,,,No exact FEC match
PA-10,SCOTT PERRY,REPUBLICAN,R,169331,SCOTT PERRY,,,,,,No exact FEC match
PA-10,SHAMAINE DANIELS,DEMOCRAT,D,145215,SHAMAINE DANIELS,,,,,,No exact FEC match
PA-11,LLOYD SMUCKER,REPUBLICAN,R,194991,LLOYD SMUCKER,,,,,,No exact FEC match
PA-11,BOB HOLLISTER,DEMOCRAT,D,121835,BOB HOLLISTER,,,,,,No exact FEC match
PA-12,MIKE DOYLE,REPUBLICAN,R,143946,MIKE DOYLE,,,,,,No exact FEC match
PA-12,SUMMER LEE,DEMOCRAT,D,184674,SUMMER LEE,,,,,,No exact FEC match
PA-13,JOHN JOYCE,REPUBLICAN,R,260345,JOHN JOYCE,,,,,,No exact FEC match
PA-14,GUY RESCHENTHALER,REPUBLICAN,R,230865,GUY RESCHENTHALER,,,,,,No exact FEC match
PA-15,GLENN THOMPSON,REPUBLICAN,R,213417,GLENN THOMPSON,,,,,,No exact FEC match
PA-15,MIKE MOLESEVICH,DEMOCRAT,D,91729,MIKE MOLESEVICH,,,,,,No exact FEC match
PA-16,MIKE KELLY,REPUBLICAN,R,190546,MIKE KELLY,,,,,,No exact FEC match
PA-16,DAN PASTORE,DEMOCRAT,D,130443,DAN PASTORE,,,,,,No exact FEC match
PA-17,JEREMY SHAFFER,REPUBLICAN,R,169013,JEREMY SHAFFER,,,,,,No exact FEC match
PA-17,CHRIS DELUZIO,DEMOCRAT,D,193615,CHRIS DELUZIO,,,,,,No exact FEC match
TN-1,DIANA HARSHBARGER,REPUBLICAN,R,147241,DIANA HARSHBARGER,,,,,,No exact FEC match
TN-1,CAMERON PARSONS,DEMOCRAT,D,37049,CAMERON PARSONS,,,,,,No exact FEC match
TN-2,TIM BURCHETT,REPUBLICAN,R,141089,TIM BURCHETT,,,,,,No exact FEC match
TN-2,MARK HARMON,DEMOCRAT,D,66673,MARK HARMON,,,,,,No exact FEC match
TN-3,CHARLES J âCHUCKâ FLEISCHMANN,REPUBLICAN,R,136639,CHARLES J ACHUCKA FLEISCHMANN,,,,,,No exact FEC match
TN-3,MEG GORMAN,DEMOCRAT,D,60334,MEG GORMAN,,,,,,No exact FEC match
TN-4,SCOTT DESJARLAIS,REPUBLICAN,R,122401,SCOTT DESJARLAIS,,,,,,No exact FEC match
TN-4,WAYNE STEELE,DEMOCRAT,D,44648,WAYNE STEELE,,,,,,No exact FEC match
TN-5,ANDY OGLES,REPUBLICAN,R,123558,ANDY OGLES,,,,,,No exact FEC match
TN-5,HEIDI CAMPBELL,DEMOCRAT,D,93648,HEIDI CAMPBELL,,,,,,No exact FEC match
TN-6,JOHN W ROSE,REPUBLICAN,R,129388,JOHN W ROSE,,,,,,No exact FEC match
TN-6,RANDAL COOPER,DEMOCRAT,D,65675,RANDAL COOPER,,,,,,No exact FEC match
TN-7,MARK E GREEN,REPUBLICAN,R,108421,MARK E GREEN,,,,,,No exact FEC match
TN-7,ODESSA KELLY,DEMOCRAT,D,68973,ODESSA KELLY,,,,,,No exact FEC match
TN-8,DAVID KUSTOFF,REPUBLICAN,R,155602,DAVID KUSTOFF,,,,,,No exact FEC match
TN-8,LYNNETTE P WILLIAMS,DEMOCRAT,D,51102,LYNNETTE P WILLIAMS,,,,,,No exact FEC match
TN-9,CHARLOTTE BERGMANN,REPUBLICAN,R,35123,CHARLOTTE BERGMANN,,,,,,No exact FEC match
TN-9,STEVE COHEN,DEMOCRAT,D,93800,STEVE COHEN,,,,,,No exact FEC match
