candidate_uid,cycle,chamber,race_id,state,district,party_code,candidate_name_canonical,candidate_name_mit,candidate_name_fec,fec_candidate_id,principal_campaign_committee_id,incumbent_challenger_status,is_incumbent,is_challenger,is_open_seat_candidate,fec_candidate_status,candidate_vote_total,candidate_vote_share,match_method,match_score,match_reason,second_best_score,candidate_count_considered,source_results,source_candidate_identity
HOUSE_2016_CA_20_D_JIMMY_PANETTA,2016,House,CA-20,CA,20,D,JIMMY PANETTA,JIMMY PANETTA,"PANETTA, JAMES VARNI",H6CA20152,C00592154,O,False,False,True,C,180980,0.7075307575325168,high_confidence_automatic,88.75,last_exact+first_match+scope_same_race,2.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_20_R_CASEY_LUCIUS,2016,House,CA-20,CA,20,R,CASEY LUCIUS,CASEY LUCIUS,"LUCIUS, CASEY",H6CA20145,C00578732,O,False,False,True,C,74811,0.29246924246748324,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_21_D_EMILIO_HUERTA,2016,House,CA-21,CA,21,D,EMILIO HUERTA,EMILIO HUERTA,"HUERTA, EMILIO JESUS MR.",H6CA21218,C00602888,C,False,True,False,C,57282,0.4326173645096973,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,4,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_21_R_DAVID_G_VALADAO,2016,House,CA-21,CA,21,R,DAVID G VALADAO,DAVID G VALADAO,"VALADAO, DAVID",H2CA20094,C00499392,I,True,False,False,C,75126,0.5673826354903027,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_22_D_LOUIE_J_CAMPOS,2016,House,CA-22,CA,22,D,LOUIE J CAMPOS,LOUIE J CAMPOS,"CAMPOS, LOUIE J",H6CA22182,,C,False,True,False,N,76211,0.32434905475685843,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_22_R_DEVIN_NUNES,2016,House,CA-22,CA,22,R,DEVIN NUNES,DEVIN NUNES,"NUNES, DEVIN G",H8CA20059,C00370056,I,True,False,False,C,158755,0.6756509452431415,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_23_D_WENDY_REED,2016,House,CA-23,CA,23,D,WENDY REED,WENDY REED,"REED, WENDY",H6CA23206,C00592220,C,False,True,False,C,74468,0.30824889065501027,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_23_R_KEVIN_MCCARTHY,2016,House,CA-23,CA,23,R,KEVIN MCCARTHY,KEVIN MCCARTHY,"MCCARTHY, KEVIN",H6CA22125,C00420935,I,True,False,False,C,167116,0.6917511093449897,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_24_D_SALUD_CARBAJAL,2016,House,CA-24,CA,24,D,SALUD CARBAJAL,SALUD CARBAJAL,"CARBAJAL, SALUD",H6CA24303,C00576041,O,False,False,True,C,166034,0.5341908665632822,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,6,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_24_R_JUSTIN_DONALD_FAREED,2016,House,CA-24,CA,24,R,JUSTIN DONALD FAREED,JUSTIN DONALD FAREED,"FAREED, JUSTIN",H4CA24142,C00572560,O,False,False,True,C,144780,0.46580913343671776,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,3,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_25_D_BRYAN_CAFORIO,2016,House,CA-25,CA,25,D,BRYAN CAFORIO,BRYAN CAFORIO,"CAFORIO, BRYAN",H6CA25177,C00597724,C,False,True,False,C,122406,0.46869938467075867,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_25_R_STEPHEN_KNIGHT,2016,House,CA-25,CA,25,R,STEPHEN KNIGHT,STEPHEN KNIGHT,"KNIGHT, STEVE",H4CA25123,C00554014,I,True,False,False,C,138755,0.5313006153292413,high_confidence_automatic,90.0,last_exact+first_match+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_26_D_JULIA_BROWNLEY,2016,House,CA-26,CA,26,D,JULIA BROWNLEY,JULIA BROWNLEY,"BROWNLEY, JULIA",H2CA00120,C00513077,I,True,False,False,C,169248,0.6037951246312079,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_26_R_RAFAEL_A_DAGNESSES,2016,House,CA-26,CA,26,R,RAFAEL A DAGNESSES,RAFAEL A DAGNESSES,"DAGNESSES, RAFAEL",H4CA26139,C00583120,C,False,True,False,C,111059,0.39620487536879206,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_27_D_JUDY_CHU,2016,House,CA-27,CA,27,D,JUDY CHU,JUDY CHU,"CHU, JUDY",H0CA32101,C00458125,I,True,False,False,C,168977,0.6742036132656644,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,,1,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_27_R_JACK_ORSWELL,2016,House,CA-27,CA,27,R,JACK ORSWELL,JACK ORSWELL,"ORSWELL, JACK",H2CA27198,C00553941,C,False,True,False,C,81655,0.3257963867343356,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_28_D_ADAM_B_SCHIFF,2016,House,CA-28,CA,28,D,ADAM B SCHIFF,ADAM B SCHIFF,"SCHIFF, ADAM",H0CA27085,C00343871,I,True,False,False,C,210883,0.7798667943744476,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_28_R_LENORE_SOLIS,2016,House,CA-28,CA,28,R,LENORE SOLIS,LENORE SOLIS,"SOLIS, LENORE",H6CA28171,,C,False,True,False,N,59526,0.22013320562555241,high_confidence_automatic,100.0,last_exact+first_match+token_overlap+scope_same_race,0.0,2,MIT Election Data and Science Lab,Federal Election Commission
HOUSE_2016_CA_29_D_RICHARD_ALARCON,2016,House,CA-29,CA,29,D,RICHARD ALARCON,RICHARD ALARCON,"ALARCON, RICHARD ANTHONY MR.",H6CA29229,C00611939,C,False,True,False,C,43417,0.25268297793090605,high_confidence_automatic,95.0,last_exact+first_match+token_overlap+scope_same_race,2.0,5,MIT Election Data and Science Lab,Federal Election Commission
