specification_id,baseline_type,baseline_label,environment_family,house_environment_multiplier,observations,mean_absolute_error,rmse,brier_score,winner_accuracy,mean_margin_error_dem_bias,absolute_margin_bias,actual_dem_seats,expected_dem_seats,expected_win_count_error,max_cycle_mae,mean_cycle_mae,max_cycle_rmse,max_cycle_absolute_bias,mean_cycle_seat_error,max_cycle_seat_error,mean_absolute_error_rank_pct,rmse_rank_pct,brier_score_rank_pct,absolute_margin_bias_rank_pct,expected_win_count_error_rank_pct,max_cycle_mae_rank_pct,max_cycle_absolute_bias_rank_pct,joint_performance_score
normalized_partisan_baseline_dem__production_composite__multiplier_0.78,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.78,1545,5.972555323770659,8.041031546522946,0.044904485567000066,0.941747572815534,0.26144305009424684,0.26144305009424684,756.0,743.1945502969403,12.805449703059708,8.763686397713913,6.069215677856549,10.944125794315642,2.648067636319438,8.704458754598285,12.972305309142882,0.125,0.08035714285714286,0.25,0.15178571428571427,0.25,0.25892857142857145,0.07142857142857142,0.16964285714285715
normalized_partisan_baseline_dem__production_composite__multiplier_0.79,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.79,1545,5.974240406411436,8.04225151682077,0.04486476282210372,0.941747572815534,0.29268673941463497,0.29268673941463497,756.0,743.7279109160085,12.272089083991546,8.76382726727913,6.070695189818565,10.944555667197388,2.7092676363194377,8.714300471836324,12.680773290407416,0.14285714285714285,0.09821428571428571,0.24107142857142858,0.16964285714285715,0.24107142857142858,0.26785714285714285,0.08928571428571429,0.17857142857142855
normalized_partisan_baseline_dem__production_composite__multiplier_0.67,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.67,1545,5.969470750020498,8.045021725513793,0.04544172403582666,0.9411003236245955,-0.08223753243002506,0.08223753243002506,756.0,737.3729184028468,18.627081597153165,8.762136832496521,6.067872519188938,10.939572005588362,2.8704891944473285,8.814369948967844,16.153711759154504,0.08035714285714286,0.125,0.3482142857142857,0.05357142857142857,0.3482142857142857,0.16071428571428573,0.13392857142857142,0.17857142857142858
normalized_partisan_baseline_dem__production_composite__multiplier_0.80,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.8,1545,5.976208714087812,8.04373503380343,0.04482658888811076,0.941747572815534,0.3239304287350234,0.3239304287350234,756.0,744.2619629697169,11.738037030283067,8.763968136844348,6.072448126684922,10.944988187428983,2.7704676363194376,8.724122230973762,12.38885457040297,0.16071428571428573,0.11607142857142858,0.23214285714285715,0.1875,0.23214285714285715,0.2767857142857143,0.10714285714285714,0.1875
normalized_partisan_baseline_dem__production_composite__multiplier_0.66,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.66,1545,5.9705744897615975,8.04696625540231,0.045499503180521636,0.9411003236245955,-0.11348122175041367,0.11348122175041367,756.0,736.8477654635149,19.15223453648514,8.7620134633371,6.0690905766454435,10.939173924701768,2.936189194447328,8.935107497337846,16.440631840546132,0.09821428571428571,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.15178571428571427,0.15178571428571427,0.1900510204081632
normalized_partisan_baseline_dem__production_composite__multiplier_0.81,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.81,1545,5.978481765168717,8.04548195168377,0.04478997043570949,0.941747572815534,0.35517411805541144,0.35517411805541144,756.0,744.7967016934549,11.203298306545094,8.764109006409566,6.074495612469234,10.945423354696585,2.831667636319437,8.73392268117265,12.096548828449954,0.16964285714285715,0.13392857142857142,0.22321428571428573,0.20535714285714285,0.22321428571428573,0.2857142857142857,0.125,0.1951530612244898
normalized_partisan_baseline_dem__production_composite__multiplier_0.65,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.65,1545,5.972107380030854,8.049173869024072,0.045558742261654295,0.9411003236245955,-0.14472491107080207,0.14472491107080207,756.0,736.3232882836671,19.676711716332875,8.761903898119709,6.070722650278373,10.938778495074192,3.001889194447329,9.055677213585064,16.727171473427575,0.11607142857142858,0.16071428571428573,0.36607142857142855,0.08928571428571429,0.36607142857142855,0.14285714285714285,0.16964285714285715,0.20153061224489793
normalized_partisan_baseline_dem__production_composite__multiplier_0.82,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.82,1545,5.981094395739592,8.04749209892771,0.044754914104869516,0.941747572815534,0.38641780737579956,0.38641780737579956,756.0,745.3321331457043,10.667866854295653,8.76424987597478,6.076874038619232,10.945861168684486,2.8928676363194366,8.743703077309135,11.803855767904167,0.1875,0.15178571428571427,0.21428571428571427,0.22321428571428573,0.21428571428571427,0.29464285714285715,0.14285714285714285,0.20408163265306123
normalized_partisan_baseline_dem__production_composite__multiplier_0.64,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.64,1545,5.974044790335061,8.051644349980839,0.04561943430796194,0.9411003236245955,-0.1759686003911904,0.1759686003911904,756.0,735.7994855178827,20.20051448211734,8.761794332902321,6.0727435850919615,10.938385716993167,3.067589194447329,9.176079433756271,17.013331278482156,0.13392857142857142,0.17857142857142858,0.375,0.10714285714285714,0.375,0.13392857142857142,0.1875,0.21301020408163265
normalized_partisan_baseline_dem__production_composite__multiplier_0.83,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.83,1545,5.9839561276878115,8.049765278338272,0.04472142650723814,0.941747572815534,0.4176614966961881,0.4176614966961881,756.0,745.8682593914359,10.131740608564087,8.764390745540002,6.079493918128655,10.94630162907511,2.954067636319437,8.753463808424918,11.510775116497996,0.20535714285714285,0.16964285714285715,0.20535714285714285,0.24107142857142858,0.20535714285714285,0.30357142857142855,0.16071428571428573,0.21301020408163265
normalized_partisan_baseline_dem__production_composite__multiplier_0.84,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.84,1545,5.987217364467099,8.052301267152075,0.04468951422332477,0.9423948220064725,0.4489051860165761,0.4489051860165761,756.0,746.4050784874003,9.59492151259974,8.764531615105218,6.082501952439529,10.946744735549007,3.0152676363194355,8.763204745518038,11.217307378298187,0.22321428571428573,0.1875,0.19642857142857142,0.25892857142857145,0.19642857142857142,0.3125,0.17857142857142858,0.22193877551020408
normalized_partisan_baseline_dem__production_composite__multiplier_0.63,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.63,1545,5.9762039995195275,8.054377456388465,0.045681572333895464,0.9411003236245955,-0.20721228971157854,0.20721228971157854,756.0,735.2763539879368,20.723646012063227,8.761684767684928,6.074976512436866,10.93799559074434,3.1332891944473293,9.296314952098946,17.299111895316713,0.15178571428571427,0.19642857142857142,0.38392857142857145,0.125,0.38392857142857145,0.125,0.20535714285714285,0.22448979591836735
normalized_partisan_baseline_dem__production_composite__multiplier_0.85,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.85,1545,5.990763407353832,8.055099817148099,0.04465918380277017,0.9423948220064725,0.48014887533696476,0.48014887533696476,756.0,746.942590010282,9.057409989718053,8.764672484670434,6.085785020816728,10.947190487784862,3.0764676363194363,8.772926224632222,11.151104008295306,0.24107142857142858,0.20535714285714285,0.1875,0.2767857142857143,0.1875,0.32142857142857145,0.19642857142857142,0.23086734693877548
normalized_partisan_baseline_dem__production_composite__multiplier_0.62,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.62,1545,5.979047979706971,8.057372920994847,0.045745149339345356,0.9411003236245955,-0.23845597903196716,0.23845597903196716,756.0,734.7538922883658,21.24610771163418,8.761575202467537,6.077873598431821,10.937608116611472,3.1989891944473285,9.4163841196698,17.58451504961525,0.17857142857142858,0.21428571428571427,0.39285714285714285,0.14285714285714285,0.39285714285714285,0.11607142857142858,0.23214285714285715,0.2385204081632653
normalized_partisan_baseline_dem__production_composite__multiplier_0.86,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.86,1545,5.994611773412084,8.05816065476866,0.0446304417617151,0.9436893203883495,0.5113925646573526,0.5113925646573526,756.0,747.4807964835451,8.519203516454922,8.764813354235653,6.08935649697378,10.947638885459497,3.137667636319437,8.782627836168565,11.195646223607184,0.25892857142857145,0.22321428571428573,0.17857142857142858,0.29464285714285715,0.17857142857142858,0.33035714285714285,0.21428571428571427,0.23979591836734696
normalized_partisan_baseline_dem__production_composite__multiplier_0.87,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.87,1545,5.998841448612084,8.061483481252441,0.04460329458349902,0.9436893203883495,0.5426362539777415,0.5426362539777415,756.0,748.0196991389927,7.980300861007322,8.764954223800869,6.093299095708257,10.948089928247866,3.1988676363194357,8.792309484377533,11.240189516152412,0.2767857142857143,0.24107142857142858,0.16964285714285715,0.3125,0.16964285714285715,0.3392857142857143,0.22321428571428573,0.2474489795918368
normalized_partisan_baseline_dem__production_composite__multiplier_0.61,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.61,1545,5.982242834956162,8.060630451309951,0.04581015831099617,0.9411003236245955,-0.26969966835235554,0.26969966835235554,756.0,734.2320991119936,21.767900888006352,8.761465637250145,6.081112114467096,10.93722329487643,3.264689194447328,9.536287262953365,17.869541939824757,0.19642857142857142,0.23214285714285715,0.4017857142857143,0.16071428571428573,0.4017857142857143,0.10714285714285714,0.25,0.25
normalized_partisan_baseline_dem__production_composite__multiplier_0.88,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.88,1545,6.0032157353680695,8.065067972779412,0.04457774871708688,0.9436893203883495,0.5738799432981297,0.5738799432981297,756.0,748.5592999037151,7.4407000962849,8.765115415105218,6.097384442723574,10.94854361582306,3.260067636319437,8.801970890504116,11.284733887088521,0.29464285714285715,0.25892857142857145,0.16071428571428573,0.33035714285714285,0.16071428571428573,0.3482142857142857,0.24107142857142858,0.2563775510204082
normalized_partisan_baseline_dem__production_composite__multiplier_0.60,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.6,1545,5.985592522787877,8.064149729747797,0.04587659222274923,0.9398058252427185,-0.30094335767274427,0.30094335767274427,756.0,733.7109745314947,22.289025468505315,8.761356072032754,6.084500516132501,10.936841125819198,3.330389194447328,9.656024363471062,18.154191700064757,0.21428571428571427,0.25,0.4107142857142857,0.17857142857142858,0.4107142857142857,0.09821428571428571,0.26785714285714285,0.2614795918367347
normalized_partisan_baseline_dem__production_composite__multiplier_0.89,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.89,1545,6.0078481917434745,8.068913780627502,0.044553810574754375,0.9436893203883495,0.6051236326185186,0.6051236326185186,756.0,749.0995972970725,6.900402702927522,8.76528758901826,6.1017180034152005,10.948999947856304,3.3212676363194378,8.811612618424725,11.329279337551498,0.3125,0.2767857142857143,0.15178571428571427,0.3482142857142857,0.15178571428571427,0.35714285714285715,0.25892857142857145,0.2653061224489796
normalized_partisan_baseline_dem__production_composite__multiplier_0.59,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.59,1545,5.989150083829948,8.067930413780202,0.04594444403776517,0.9411003236245955,-0.3321870469931322,0.3321870469931322,756.0,733.1905160780273,22.809483921972742,8.761246506815363,6.088090746015595,10.936461609717865,3.396089194447328,9.77559603812292,18.438465993493054,0.23214285714285715,0.26785714285714285,0.41964285714285715,0.19642857142857142,0.41964285714285715,0.08928571428571429,0.2857142857142857,0.2729591836734694
normalized_partisan_baseline_dem__production_composite__multiplier_0.90,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.9,1545,6.012624222320821,8.073020531340827,0.04453148653281611,0.944336569579288,0.6363673219389064,0.6363673219389064,756.0,749.6405914586189,6.359408541381072,8.765459762931306,6.106189670234526,10.949458924016968,3.3824676363194373,8.821234657486166,11.3738258686559,0.33035714285714285,0.29464285714285715,0.14285714285714285,0.36607142857142855,0.14285714285714285,0.36607142857142855,0.2767857142857143,0.274234693877551
normalized_partisan_baseline_dem__production_composite__multiplier_0.91,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.91,1545,6.017596812137003,8.077387826909304,0.04451078293032186,0.944336569579288,0.6676110112592958,0.6676110112592958,756.0,750.1822810072881,5.817718992711889,8.765631936844347,6.1108493029776,10.94992054397256,3.443667636319438,8.830836630396519,11.418373481494598,0.3482142857142857,0.3125,0.13392857142857142,0.375,0.13392857142857142,0.375,0.29464285714285715,0.28188775510204084
normalized_partisan_baseline_dem__production_composite__multiplier_0.58,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.58,1545,5.9930967354674864,8.07197213610216,0.04601370670843771,0.940453074433657,-0.3634307363135207,0.3634307363135207,756.0,732.6707214501787,23.32927854982131,8.761136941597972,6.092058934906963,10.936084746848625,3.4617891944473285,9.895002861951447,18.72236630358762,0.25,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.42857142857142855,0.08035714285714286,0.30357142857142855,0.2844387755102041
normalized_partisan_baseline_dem__production_composite__multiplier_0.92,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.92,1545,6.023023405325353,8.082015244959429,0.04449170606633114,0.9449838187702265,0.6988547005796836,0.6988547005796836,756.0,750.7246684494604,5.27533155053959,8.765804110757392,6.115946438682605,10.950384807388724,3.5048676363194375,8.840419145405797,11.462922177139035,0.36607142857142855,0.33035714285714285,0.125,0.38392857142857145,0.125,0.38392857142857145,0.3125,0.2895408163265306
normalized_partisan_baseline_dem__production_composite__multiplier_0.57,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.57,1545,5.997220282535449,8.076274504808618,0.04608437317648877,0.940453074433657,-0.3946744256339089,0.3946744256339089,756.0,732.1515907471017,23.84840925289825,8.76102737638058,6.096197942030041,10.935710537485788,3.5274891944473277,10.014244809857189,19.005891701234532,0.26785714285714285,0.30357142857142855,0.4375,0.23214285714285715,0.4375,0.07142857142857142,0.32142857142857145,0.2959183673469388
normalized_partisan_baseline_dem__production_composite__multiplier_0.93,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.93,1545,6.028880028746712,8.086902338956033,0.04447426220074751,0.9449838187702265,0.7300983899000725,0.7300983899000725,756.0,751.2677541045791,4.732245895420874,8.765976284670435,6.121460436325476,10.950851713929255,3.5660676363194375,8.849982277872982,11.507471956639023,0.38392857142857145,0.3482142857142857,0.11607142857142858,0.39285714285714285,0.11607142857142858,0.39285714285714285,0.33035714285714285,0.2971938775510204
normalized_partisan_baseline_dem__production_composite__multiplier_0.94,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.94,1545,6.034955337025028,8.092048638414777,0.04445845755325118,0.9449838187702265,0.7613420792204599,0.7613420792204599,756.0,751.8115403678773,4.188459632122658,8.766148458583478,6.127185424625648,10.951321263256082,3.6272676363194365,8.859526636109187,11.552022821022888,0.4017857142857143,0.36607142857142855,0.10714285714285714,0.4017857142857143,0.10714285714285714,0.4017857142857143,0.3482142857142857,0.30484693877551017
normalized_partisan_baseline_dem__production_composite__multiplier_0.56,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.56,1545,6.001706448373637,8.080837103582502,0.04615643637503935,0.9398058252427185,-0.42591811495429704,0.42591811495429704,756.0,731.6331223636286,24.36687763637144,8.76091781116319,6.100685619719228,10.93533898190176,3.5931891944473278,10.133322282820664,19.289042949839796,0.2857142857142857,0.32142857142857145,0.44642857142857145,0.25,0.44642857142857145,0.0625,0.3392857142857143,0.30739795918367346
normalized_partisan_baseline_dem__production_composite__multiplier_0.95,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.95,1545,6.041377021632149,8.097453649125155,0.044444298300360334,0.945631067961165,0.7925857685408485,0.7925857685408485,756.0,752.3560257004725,3.6439742995274855,8.766320632496521,6.1332458193814,10.951793455029286,3.688467636319437,8.86905185906177,11.596574771297355,0.4107142857142857,0.38392857142857145,0.09821428571428571,0.4107142857142857,0.09821428571428571,0.4107142857142857,0.36607142857142855,0.3112244897959183
normalized_partisan_baseline_dem__production_composite__multiplier_0.96,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.96,1545,6.048146247982956,8.103116853383767,0.0444317905760923,0.945631067961165,0.8238294578612367,0.8238294578612367,756.0,752.9012096528575,3.0987903471425398,8.766492806409566,6.139645132575486,10.952268288907087,3.7496676363194363,8.878558016411787,11.641127808447493,0.41964285714285715,0.4017857142857143,0.08928571428571429,0.41964285714285715,0.08928571428571429,0.41964285714285715,0.38392857142857145,0.31760204081632654
normalized_partisan_baseline_dem__production_composite__multiplier_0.55,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.55,1545,6.006664536545806,8.085659491893752,0.046229889228872036,0.9398058252427185,-0.45716180427468545,0.45716180427468545,756.0,731.1153146667247,24.884685333275343,8.760808245945798,6.105625356509393,10.934970080367059,3.6588891944473274,10.252235688788495,19.571820829096964,0.30357142857142855,0.3392857142857143,0.45535714285714285,0.26785714285714285,0.45535714285714285,0.05357142857142857,0.35714285714285715,0.3188775510204081
normalized_partisan_baseline_dem__production_composite__multiplier_0.97,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.97,1545,6.055327783659333,8.109037710237619,0.0444209404709983,0.9462783171521035,0.8550731471816251,0.8550731471816251,756.0,753.4470903133367,2.55290968666327,8.76666498032261,6.14644668034782,10.95274576454586,3.8108676363194367,8.888045701227142,11.68568193343691,0.42857142857142855,0.41964285714285715,0.08035714285714286,0.42857142857142855,0.08035714285714286,0.42857142857142855,0.4017857142857143,0.3239795918367347
normalized_partisan_baseline_dem__production_composite__multiplier_0.98,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.98,1545,6.062749974235384,8.115215655737154,0.044411754030504354,0.9462783171521035,0.8863168365020136,0.8863168365020136,756.0,753.9936654889011,2.006334511098885,8.766837154235652,6.153483578278257,10.95322588160012,3.8720676363194366,8.897515566571634,11.730237147207532,0.4375,0.4375,0.07142857142857142,0.4375,0.07142857142857142,0.4375,0.41964285714285715,0.33035714285714285
normalized_partisan_baseline_dem__production_composite__multiplier_0.54,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.54,1545,6.011767076572989,8.090741205209158,0.0463047246552041,0.9391585760517799,-0.4884054935950735,0.4884054935950735,756.0,730.5981659960331,25.401834003966883,8.760716506931304,6.110705728711579,10.9346038331503,3.724589194447328,10.370985442537602,19.85422613466494,0.32142857142857145,0.35714285714285715,0.4642857142857143,0.2857142857142857,0.4732142857142857,0.044642857142857144,0.375,0.33163265306122447
normalized_partisan_baseline_dem__production_composite__multiplier_0.99,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.99,1545,6.070549954999139,8.121650103198798,0.044404237252638624,0.9475728155339805,0.9175605258224014,0.9175605258224014,756.0,754.5409368214653,1.459063178534734,8.767009328148696,6.160888232800053,10.953708639722542,3.933267636319436,8.906967296333761,11.774793450679681,0.44642857142857145,0.44642857142857145,0.0625,0.44642857142857145,0.05357142857142857,0.44642857142857145,0.4375,0.33418367346938777
normalized_partisan_baseline_dem__production_composite__multiplier_1.00,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,1.0,1545,6.0786397290146725,8.128340443476674,0.04439839608816958,0.9475728155339805,0.9488042151427901,0.9488042151427901,756.0,755.0889098491596,0.9110901508404368,8.767181502061739,6.16857199094659,10.954194038563939,3.994467636319437,8.916399589793592,11.81935084475208,0.45535714285714285,0.45535714285714285,0.05357142857142857,0.45535714285714285,0.03571428571428571,0.45535714285714285,0.45535714285714285,0.3380102040816327
normalized_partisan_baseline_dem__production_composite__multiplier_1.01,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,1.01,1545,6.086764195034091,8.13528604524328,0.04439423643892461,0.948220064724919,0.9800479044631786,0.9800479044631786,756.0,755.6375820474195,0.36241795258047205,8.767353675974782,6.176288672401482,10.954682077773287,4.055667636319438,8.925813151240845,11.863909330301794,0.4642857142857143,0.4642857142857143,0.03571428571428571,0.4642857142857143,0.017857142857142856,0.4642857142857143,0.4642857142857143,0.3392857142857143
normalized_partisan_baseline_dem__production_composite__multiplier_1.02,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,1.02,1545,6.095191860446221,8.142486255278756,0.04439176415790341,0.948220064724919,1.011291593783567,1.011291593783567,756.0,756.1869532857315,0.18695328573153347,8.767525849887827,6.184300255870416,10.955172756997705,4.116867636319436,8.935208075679647,11.908468908184318,0.4732142857142857,0.4732142857142857,0.017857142857142856,0.4732142857142857,0.008928571428571428,0.4732142857142857,0.4732142857142857,0.34183673469387754
normalized_partisan_baseline_dem__production_composite__multiplier_0.53,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,0.53,1545,6.017108478100498,8.096081755212772,0.04638093556516047,0.9385113268608414,-0.5196491829154618,0.5196491829154618,756.0,730.0816723953851,25.918327604614888,8.760638246061738,6.116017877161498,10.934240240518212,3.7902891944473276,10.489572532797396,20.13625967784759,0.3392857142857143,0.375,0.4732142857142857,0.30357142857142855,0.49107142857142855,0.03571428571428571,0.39285714285714285,0.3443877551020408
normalized_partisan_baseline_dem__production_composite__multiplier_1.03,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,1.03,1545,6.104154723023567,8.149940398768498,0.044390985047457296,0.948220064724919,1.0425352831039552,1.0425352831039552,756.0,756.7370232369469,0.737023236946925,8.76769802380087,6.192833128041048,10.95566607588248,4.178067636319438,8.944584424338046,11.953029579233487,0.48214285714285715,0.48214285714285715,0.008928571428571428,0.48214285714285715,0.026785714285714284,0.48214285714285715,0.48214285714285715,0.3494897959183673
normalized_partisan_baseline_dem__production_composite__multiplier_1.04,normalized_partisan_baseline_dem,Normalized partisan baseline,production_composite,1.04,1545,6.113288557470168,8.157647779608785,0.0443919048587513,0.948220064724919,1.073778972424344,1.073778972424344,756.0,757.2877895165368,1.2877895165368045,8.767870197713913,6.201531480035511,10.95616203407104,4.239267636319438,8.953941759626609,11.997591344261451,0.49107142857142855,0.49107142857142855,0.026785714285714284,0.49107142857142855,0.044642857142857144,0.49107142857142855,0.49107142857142855,0.360969387755102
