specification,mean_brier_score,mean_log_loss,mean_abs_expected_seat_error,mean_expected_seat_error
pooled_best_brier,0.04565809229454815,0.17900495048635726,13.072197870706304,13.072197870706304
loo_selected_brier,0.046240355429904276,0.17960519436597505,13.387550368158145,13.387550368158145
loo_selected_log_loss,0.04662279557413586,0.16411310746288985,14.306448698137146,14.306448698137146
pooled_best_log_loss,0.04670940430023213,0.1631712369376614,14.412858499651684,14.412858499651684
current_production,0.046725019141772905,0.25818437378270664,12.278311756533142,12.278311756533142
canonical_fixed_6_5,0.049895426848272466,0.17485264160775213,16.386857478140918,16.386857478140918
