probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,114,0.026478449040994126,0.0,0.026478449040994126,0.0014760818812545216
10–20%,0.1,0.2,30,0.15285464325689047,0.0,0.15285464325689047,0.024157173969517495
20–30%,0.2,0.30000000000000004,20,0.24636370087971565,0.0,0.24636370087971565,0.061442493751158365
30–40%,0.30000000000000004,0.4,22,0.35000095660123237,0.09090909090909091,0.2590918656921415,0.15212346590614434
40–50%,0.4,0.5,12,0.4574723401838647,0.4166666666666667,0.04080567351719799,0.23493451341266613
50–60%,0.5,0.6000000000000001,8,0.5548899691092885,0.625,-0.07011003089071155,0.24070947981772858
60–70%,0.6000000000000001,0.7000000000000001,11,0.6601743281294322,0.9090909090909091,-0.24891658096147684,0.13730796680006227
70–80%,0.7000000000000001,0.8,15,0.7641602805918384,0.7333333333333333,0.0308269472585051,0.200185706293413
80–90%,0.8,0.9,15,0.8585639280407683,0.8666666666666667,-0.008102738625898387,0.12267361414864678
90–100%,0.9,1.0,160,0.9846205544224673,0.98125,0.0033705544224673645,0.01823327432314605
